Key,Source,Context,Changes,English,French,German,Klingon,Spanish
browserCheatMode,UI,Server Browser,KgNone,Äêî-peøêâ,Mode tricherie,Cheat-Modus,,Modo con trucos
browserClaimDeadzone,UI,Server Browser,KgNone,Mëpîåaè áoàa áaµ.,Revendiquer la zone morte,Todeszone des Gebiets,,Zona muerta entre reclamados
browserClaimDecayMode,UI,Server Browser,KgNone,Ücãeáàoåeàêe áaµ.,Mode de déclin d'une revendication,Verfall des Gebiets,,Modo declive de reclamados
browserClaimDuration,UI,Server Browser,KgNone,Bpeâè áaµêîù,Durée de la revendication,Gebietsschutzdauer,,Duración de reclamados
browserClaimHealthOffline,UI,Server Browser,KgNone,Òaµ. ûpê oþþéaóàe,Revendiquer de la santé hors ligne,Gebiets-Härtegrad – offline,,Salud de reclamados desactivada
browserClaimHealthOnline,UI,Server Browser,KgNone,Òaµ. ûpê oàéaóàe,Revendiquer de la santé en ligne,Gebiets-Härtegrad – online,,Salud de reclamados activada
browserClaimSize,UI,Server Browser,KgNone,Paáâep áaµêîù,Taille de la revendication,Gesicherte Gebietsgröße,,Tamaño de reclamados
browserConnect,UI,Server Browser,KgNone,Úpêcoeçêàêîòcè,Se connecter,Verbinden,,Conectar
browserDayLength,UI,Server Browser,KgNone,24 ãacoåoó ÿêúé,Cycle de 24 heures,24-Stunden-Zyklus,,Ciclos de 24 horas
browserDaylightLength,UI,Server Browser,KgNone,Øéêîeéòàocîò çàè,Heures de clarté,Dauer des Tageslichts,,Horas de la luz diurna
browserDifficultyTooltip,UI,Server Browser,KgNone,"Céoøàocîò\n(1 = caâaè éëöúaè, 6 = caâaè îèøëéaè)",Difficulté\n(1 = le plus facile / 6 = le plus difficile),"Schwierigkeitsgrad\n(1 = am einfachsten, 6 = am schwierigsten)",,"Dificultad\n(1 = la más fácil, 6 = la más difícil)."
browserDropOnDeath,UI,Server Browser,KgNone,Úaçaeî ûpê câepîê,Perte en cas de mort,Fallenlassen bei Tod,,Soltar al morir
browserDropOnQuit,UI,Server Browser,KgNone,Úaçaeî ûpê åùxoçe,Perte en cas d'abandon,Fallenlassen bei Spielende,,Soltar al salir
browserEACTooltip,UI,Server Browser,KgNone,Òaµêîa EasyAntiCheat,Protection EasyAntiCheat,EasyAntiCheat-Schutz,,Protección antitrampas (EAC)
browserEnemyMemory,UI,Server Browser,KgNone,Úaâèîò åpaöa,Mémoire de l'ennemi,Gedächtnis der Gegner,,Memoria enemiga
browserEnemySpawning,UI,Server Browser,KgNone,Úoèåéeàêe åpaöoå,Apparition des ennemis,Erscheinen der Gegner,,Aparición de enemigos
browserFeralTooltip,UI,Server Browser,KgNone,Áeñeàùe áoâäê,Zombies féroces,Wilde Zombies,,Zombis salvajes
browserFriendServers,UI,Server Browser,KgNone,"Cepåepa, àa úoîopùx êöpaôî çpyáòè",Serveurs où vos amis jouent,"Server, auf denen Freunde spielen",,Servidores en los que juegan tus amigos
browserGameSeed,UI,Server Browser,KgNone,Òepào êöpù,Source du jeu,Spiel-Startwert,,Semilla de juego
browserHistoryFavorites,UI,Server Browser,KgNone,Ücîopêè ê Üáäpaààoe,Historique et favoris,Verlauf und Favoriten,,Historial y favoritos
browserLAN,UI,Server Browser,KgNone,Cepåepa å éoúaéòàoó ceîê,Serveurs du réseau local,Server im lokalen Netzwerk,,Servidores en la red local
browserLootAbundance,UI,Server Browser,KgNone,Oäêéêe çoäùãê,Abondance de butin,Beutemenge,,Abundancia de botín
browserLootRespawnInterval,UI,Server Browser,KgNone,Bpeâè åoccî. çoäùãê,Fréquence d'apparition de butin,Zeit bis zu neuer Beute,,Tiempo de reaparición del botín
browserMaxAnimals,UI,Server Browser,KgNone,Maúc. øêåùx øêåoîàùx,Animaux vivants max.,Max. Tieranzahl,,Máximo de animales vivos
browserMaxZombies,UI,Server Browser,KgNone,Maúc. øêåùx áoâäê,Zombies vivants max.,Max. Zombieanzahl,,Máximo de zombis vivos
browserModdedServers,UI,Server Browser,KgNone,Moçêþêÿêpoåaààùe cepåepa,Serveurs modifiés,Modifizierte Server,,Servidores modificados
browserPasswordTooltip,UI,Server Browser,KgNone,Tpeäyeîcè ûapoéò,Mot de passe requis,Passwort erforderlich,,Requiere contraseña
browserPeerToPeer,UI,Server Browser,KgNone,Úpèâùe êöpù,Parties en P2P,Peer2Peer-Spiele,,Partidas Peer2Peer
browserPingTooltip,UI,Server Browser,KgNone,Úêàö,Ping,Ping,,Ping
browserPlayersTooltip,UI,Server Browser,KgNone,Üöpoúoå oàéaóà/åceöo,Joueurs en ligne / max,Spieler online / max.,,Jugadores en línea / máx.
browserRemoveFavorite,UI,Server Browser,KgNone,Ýçaéêîò êá êáäpaààoöo,Retirer des favoris,Aus Favoriten entfernen,,Quitar de favoritos
browserRestartRefreshing,UI,Server Browser,KgNone,Úepeáaûycîêîò oäàoåéeàêe,Rafraîchir à nouveau,Aktualisierung neu starten,,Reiniciar actualización
browserServernameTooltip,UI,Server Browser,KgNone,Haáåaàêe cepåepa,Nom du serveur,Servername,,Nombre del servidor
browserServerTime,UI,Server Browser,KgNone,Bpeâè cepåepa,Heure du serveur,Serverzeit,,Tiempo del servidor
browserStandardServers,UI,Server Browser,KgNone,Cîaàçapîàùe cepåepa,Serveurs standard,Standardserver,,Servidores estándar
browserStopRefreshing,UI,Server Browser,KgNone,Ocîaàoåêîò oäàoåéeàêe,Arrêter de rafraîchir,Aktualisierung beenden,,Dejar de actualizar
browserWorldnameTooltip,UI,Server Browser,KgNone,Haáåaàêe âêpa,Nom du monde,Weltname,,Nombre del mundo
browserZombieRunModeTooltip,UI,Server Browser,KgNone,"Òoâäê\n(åceöça äeöaôî, åceöça xoçèî, äeöaôî àoãòô, çàëâ xoçèî)","Зомбиs\n(courent toujours, marchent toujours, courent la nuit et marchent le jour)","Зомбиs\n(laufen immer, gehen immer, laufen in der Nacht und gehen am Tag)",,"Zombis\n(siempre corren, siempre caminan, corren de noche y caminan de día)."
alreadyKnown,UI,Tooltip,KgNone,BCE PEÇEÚT¾ ÝÆE ÜÒÝÄEH¾,Toutes les compositions connues,Alle Rezepte bereits bekannt,,Ya te sabes todas las recetas
isBusy,UI,Tooltip,KgNone,B¾ ÒAH¥T¾.,Vous faites quelque chose.,Du bist beschäftigt.,,Estás ocupado.
lblAll,UI,Tooltip,KgNone,BCË,Tout,Alle,,Todo
lblAllBlocks,UI,Tooltip,KgNone,BCE ÁÅOKÜ,Tous les blocs,Alle Blöcke,,Todos los bloques
lblAllItems,UI,Tooltip,KgNone,BCE ÚPEØMET¾,Tous les objets,Alle Gegenstände,,Todos los objetos
lblCategoryAll,UI,Tooltip,KgNone,BCË,Tout,Alle,,Todo
lblCategoryAmmoWeapons,UI,Tooltip,KgNone,ÁOEÚPÜÚAC¾/OPÝÆÜE,Munitions/armes,Munition/Waffen,,Munición/armas
lblCategoryBasics,UI,Tooltip,KgNone,OCHOBHOE,Bases,Grundlagen,,Básico
lblCategoryBooks,UI,Tooltip,KgNone,KHÜÕÜ,Livres,Bücher,,Libros
lblCategoryBuilding,UI,Tooltip,KgNone,CTPOÜTEÅÓCTBO,Construire,Gebäude,,Construcción
lblCategoryChemicals,UI,Tooltip,KgNone,XÜMÜKAT¾,Produits chimiques,Chemikalien,,Químicos
lblCategoryClothing,UI,Tooltip,KgNone,OØEÆØA,Vêtements,Kleidung,,Ropa
lblCategoryCraftingMisc,UI,Tooltip,KgNone,PEMECÅO/PAÒHOE,Fabrication/Divers,Fertigung/Sonstiges,,Fabricación/Varios
lblCategoryDecorMisc,UI,Tooltip,KgNone,ØEKOP/PAÒHOE,Décorations/divers,Dekor/Verschiedenes,,Decoración/Varios
lblCategoryFirearms,UI,Tooltip,KgNone,OÕHECTPEÅ,Armes à feu,Schusswaffen,,Armas de fuego
lblCategoryFoodCooking,UI,Tooltip,KgNone,EØA/KÝÅÜHAPÜ¥,Nourriture/cuisine,Nahrung/Kochen,,Comida/Cocina
lblCategoryHealth,UI,Tooltip,KgNone,ÒØOPOBÓE/®ÜTHEC,Santé/Forme physique,Gesundheit/Fitness,,Salud/Condición física
lblCategoryMedicine,UI,Tooltip,KgNone,MEØÜÇÜHA,Médecine,Medizin,,Medicina
lblCategoryResources,UI,Tooltip,KgNone,PECÝPC¾,Ressources,Rohstoffe,,Recursos
lblCategoryScavenging,UI,Tooltip,EnChanged KgNone,ÚOÜCK ØOÁ¾ÄÜ/TOPÕOBÅ¥,Glanage,Plünderung,,Carroñar
lblCategoryToolsTraps,UI,Tooltip,KgNone,ÜHCTPÝMEHT¾/ÅOBÝ½KÜ,Outils/pièges,Werkzeuge/Fallen,,Herramientas/trampas
lblCategoryWeapons,UI,Tooltip,KgNone,OPÝÆÜE,Armes,Waffen,,Armas
lblCenterOnPlayer,UI,Tooltip,KgNone,ÇEHTPÜPOBATÓ HA ÜÕPOKE,Centrer sur le joueur,Auf Spieler zentrieren,,Centrar en jugador
lblCenterOnSleepingBag,UI,Tooltip,KgNone,ÇEHTPÜPOBATÓ HA CÚAÅÓHÜKE,Centrer sur le sac de couchage,Auf Schlafsack zentrieren,,Centrar en saco de dormir
lblChestArmor,UI,Tooltip,KgNone,ÁPOH¥,Plastron,Brustpanzer,,Coraza
lblCursorPosition,UI,Tooltip,KgNone,ÚOÒÜÇÜ¥ KÝPCOPA,Position du curseur,Cursorposition,,Posición del cursor
lblDevBlocks,UI,Tooltip,KgNone,ÁÅOKÜ PAÒPAÁOTÄÜKA (BKÅ.),Blocs de développement activés,Entwicklerblöcke an,,Bloques desarr. activados
lblEyewear,UI,Tooltip,KgNone,ÕÅAÒA,Lunettes,Brillen und Kontaktlinsen,,Gafas
lblFace,UI,Tooltip,KgNone,ÅÜÇO,Visage,Gesicht,,Rostro
lblFavorites,UI,Tooltip,KgNone,ÜÒÁPAHHOE,Favoris,Favoriten,,Favoritos
lblFootwear,UI,Tooltip,KgNone,OÁÝBÓ,Chaussures,Schuhe,,Calzado
lblGloves,UI,Tooltip,KgNone,ÚEPÄATKÜ,Gants,Handschuhe,,Guantes
lblHeadgear,UI,Tooltip,KgNone,ÕOÅOBHOÑ ÝÁOP,Chapeaux,Kopfbedeckung,,Gorros
lblLegArmor,UI,Tooltip,KgNone,ÚOHOÆÜ,Jambières,Beinschienen,,Espinillera
lblLevel,UI,Tooltip,KgNone,ÝPOBEHÓ: {0},NIVEAU : {0},LEVEL: {0},,NIVEL: {0}
lblOvercoat,UI,Tooltip,KgNone,BEPXH¥¥ OØEÆØA,Pardessus,Mantel,,Abrigo
lblPants,UI,Tooltip,KgNone,½TAH¾,Pantalons,Hose,,Pantalones
lblPartStackMissing,UI,Tooltip,KgNone,[OTCÝTCTBÝET: {0}],[Il vous manque : {0}],[{0} fehlt],,[Faltan: {0}]
lblReloadArchetypeXML,UI,Tooltip,KgNone,ÚEPEÒAÕPÝÒÜTÓ APXETÜÚ ØAHH¾X XML,Recharger les données Archétype XML,Archetyp XML Data neu laden,,Recargar datos Archetype XML
lblRemoveQuest,UI,Tooltip,KgNone,ÝØAÅÜTÓ ÒAØAHÜE,Supprimer la quête,Quest entfernen,,Eliminar misión
lblRemoveQuickWaypoint,UI,Tooltip,KgNone,ÝØAÅÜTÓ Á¾CTPÝ¶ METKÝ,Supprimer le cheminement rapide,Schnellen Wegpunkt entfernen,,Quitar punto de regreso rápido
lblRemoveWaypoint,UI,Tooltip,KgNone,ÝØAÅÜTÓ METKÝ,Supprimer le cheminement,Wegpunkt entfernen,,Quitar punto de regreso
lblSaveWaypoint,UI,Tooltip,KgNone,COXPAHÜTÓ METKÝ,Sauvegarder le cheminement,Wegpunkt speichern,,Guardar punto de regreso
lblShareWaypoint,UI,Tooltip,KgNone,ÚOØEÅÜTÓC¥ METKOÑ,Partager le cheminement,Wegpunkt teilen,,Compartir punto de regreso
lblShirt,UI,Tooltip,KgNone,PÝÁA½KA,Chemises,Hemd,,Camisa
lblShowOnMap,UI,Tooltip,KgNone,ÚOKAÒATÓ HA KAPTE,Afficher sur la carte,Auf Karte zeigen,,Mostrar en mapa
lblSimpleClick,UI,Tooltip,KgNone,OØHO HAÆATÜE,Simple clic,Einfacher Klick,,Clic simple
lblSkillReqPlayerLevel,UI,Tooltip,KgNone,ÝPOBEHÓ ÜÕPOKA {0},Joueur niveau {0},Spielerlevel {0},,Nivel de jugador {0}
lblToggleActive,UI,Tooltip,KgNone,CØEÅATÓ AKTÜBH¾M,Interrupteur actif,Aktivieren,,Activar/desactivar
lblToggleClothes,UI,Tooltip,KgNone,ÚOKAÒATÓ/CKP¾TÓ OØEÆØÝ,Afficher les vêtements Activer/Désactiver,Kleider an/aus,,Activar/desactivar cambio de ropa
lblTotalItems,UI,Tooltip,KgNone,BCEÕO {0},TOTAL DE {0},{0} GESAMT,,TOTAL: {0}
lblTrackWaypoint,UI,Tooltip,KgNone,OTCÅEÆÜBATÓ METKÝ,Suivre le cheminement,Wegpunkt verfolgen,,Establecer punto de regreso
notHungry,UI,Tooltip,KgNone,B¾ HE ÕOÅOØH¾.,Vous n'avez pas faim.,Du bist nicht hungrig.,,No tienes hambre.
notHurt,UI,Tooltip,KgNone,B¾ HE PAHEH¾.,Vous n'avez pas mal.,Du bist nicht verletzt.,,No estás herido.
notThirsty,UI,Tooltip,KgNone,B¾ HE XOTÜTE ÚÜTÓ.,Vous n'avez pas soif.,Du bist nicht durstig.,,No tienes sed.
npcTooltipTalk,UI,Tooltip,KeyTrunk FrNone GrNone KgNone SpNone,"HAÆMÜTE <{0}>, ÄTOÁ¾ PAÒÕOBAPÜBATÓ C {1}",,,,
questunavailable,UI,Tooltip,KgNone,B¾ HE MOÆETE BÒ¥TÓ ÙTO ÒAØAHÜE CEÑÄAC.,Vous ne pouvez pas accepter cette quête à l'heure actuelle.,Du kannst diese Quest zurzeit nicht annehmen.,,No puedes aceptar esta misión ahora.
timeAbbreviationHours,UI,Tooltip,KgNone,Ä,h,h,,h
timeAbbreviationMinutes,UI,Tooltip,KgNone,M,m,m,,m
timeAbbreviationSeconds,UI,Tooltip,KgNone,C,s,s,,s
tooltipInviteEveryone,UI,Tooltip,KgNone,B¾ ÚOØEÅÜÅÜCÓ METKOÑ «{0}» CO BCEMÜ.,Marqueur {0} partagé avec tout le monde.,Markierung {0} mit allen geteilt.,,Compartir marcador {0} con todos.
tooltipInviteFriends,UI,Tooltip,KgNone,B¾ ÚOØEÅÜÅÜCÓ METKOÑ «{0}» C CO¶ÒHÜKAMÜ.,Marqueur {0} partagé avec les alliés.,Markierung {0} mit Verbündeten geteilt.,,Compartir marcador {0} con aliados.
tooltipInviteMarker,UI,Tooltip,KgNone,ÜÕPOK «{0}» ÚOØEÅÜÅC¥ C BAMÜ METKOÑ «{0}».,Le joueur {0} a partagé le marqueur {1} avec vous.,Spieler {0} hat Markierung {1} mit dir geteilt.,,El jugador {0} compartió el marcador {1} contigo.
ttCampfireCannotCook,UI,Tooltip,KgNone,B¾ HE MOÆETE ÚPÜÕOTOBÜTÓ ÙTOT ÚPEØMET.,Vous ne pouvez pas cuisiner cet objet.,Du kannst diesen Gegenstand nicht kochen.,,No puedes cocinar esto.
ttCampfireFuelRequired,UI,Tooltip,KgNone,TPEÁÝETC¥ TOÚÅÜBO ØÅ¥ ÕOTOBKÜ.,Il vous faut une source de carburant pour cuisiner.,"Du brauchst ein Brennmaterial, um kochen zu können.",,Necesitas una fuente de combustible para cocinar.
ttCampfireIngredientsRequired,UI,Tooltip,KgNone,TPEÁÝ¶TC¥ ÜHÕPEØÜEHT¾ ØÅ¥ ÚPÜÕOTOBÅEHÜ¥ ÙTOÕO ÚPEØMETA.,Il vous faut des composants pour cuisiner un objet.,"Du brauchst Zutaten, um etwas kochen zu können.",,Necesitas ingredientes para cocinar.
ttCampfireUtensilRequired,UI,Tooltip,KgNone,"TPEÁÝETC¥ ÒAOCTPËHHA¥ ÚAÅKA, KACTP¶Å¥, ÕPÜÅÓ ÜÅÜ MEHÒÝPKA ØÅ¥ ÚPÜÕOTOBÅEHÜ¥ ÙTOÕO ÚPEØMETA.","Il vous faut un bâton pointu, une marmite, un grill ou un bécher pour cuisiner un objet.","Du brauchst einen spitzen Stock, einen Kochtopf, einen Kochgrill oder einen Messbecher, um etwas kochen zu können.",,"Necesitas un palo afilado, una olla, una parrilla o un matraz para cocinar."
ttCharacterLevelBody,UI,Tooltip,KgNone,{0}/{1} OÚ\n,{0}/{1} EXP\n,{0}/{1} ERF\n,,{0}/{1} EXP\n
ttCharacterLevelHeader,UI,Tooltip,KgNone,ÚPOÕPECC ÝPOBH¥,Progression de niveau,Levelfortschritt,,Progreso de nivel
ttCombineInvalidItem,UI,Tooltip,KeyTrunk FrNone GrNone KgNone SpNone,"OÁÖEØÜHÜTE ÚOXOÆÜE OØÜHOÄH¾E ÄACTÜ ÚPEØMETOB, ÄTOÁ¾ CØEÅATÓ HOB¾Ñ, ÁOÅEE XOPO½EÕO KAÄECTBA ÚPEØMET.",,,,
ttForgeFuelRequired,UI,Tooltip,KgNone,TPEÁÝETC¥ TOÚÅÜBO ØÅ¥ POÒÆÜÕA ÚEÄÜ.,Il vous faut une source de carburant pour chauffer la forge.,"Du brauchst ein Brennmaterial, um die Schmiede anzuheizen.",,Necesitas una fuente de combustible para calentar la fragua.
ttForgeMetalRequired,UI,Tooltip,KgNone,ØÅ¥ B¾ÚÅABKÜ ÙTOÕO ÚPEØMETA TPEÁÝETC¥ ÁOÅÓ½E MATEPÜAÅA.,Il vous faut davantage de ce matériau pour forger des objets.,"Du brauchst mehr von diesem Material, um Gegenstände zu schmieden.",,Necesitas más de este material para forjar objetos.
ttForgeMoldRequired,UI,Tooltip,KgNone,ØÅ¥ B¾ÚÅABKÜ ÙTOÕO ÚPEØMETA TPEÁÝETC¥ ÕÅÜH¥HA¥ ®OPMA.,Il vous faut un moule en argile pour forger un objet.,"Du brauchst eine Gussform aus Lehm, um einen Gegenstand zu schmieden.",,Necesitas un molde de arcilla para forjar un objeto.
ttGFXSET_AA_b,UI,Tooltip,KgNone,Удаляет зубчатые края у объектов.\nВлияние на производительность: среднее\n,Lisser les bords irréguliers des éléments.\nImpact sur la performance : moyen\n,Glättet gezackte Kanten der Objekte.\nAuswirkung auf die Leistung: Mittel\n,,Pule los bordes irregulares de los objetos.\nEfecto en rendimiento: Medio\n
ttGFXSET_AA_h,UI,Tooltip,KgNone,Сглаживание,Anticrénelage,Kantenglättung,,Antialiasing
ttGFXSET_Bloom_b,UI,Tooltip,KgNone,Добавляет эффект яркого света.\nВлияние на производительность: среднее\n,Une lueur autour des points les plus lumineux.\nImpact sur la performance : moyen\n,Hellste Bildteile erhalten ein Leuchten.\nAuswirkung auf die Leistung: Mittel\n,,Aparece un brillo alrededor de zonas resaltadas.\nEfecto en el rendimiento: Medio\n
ttGFXSET_Bloom_h,UI,Tooltip,KgNone,Свечение,Flou lumineux,Bloom,,Bloom
ttGFXSET_DOF_b,UI,Tooltip,KgNone,Удалённые объекты подвергаются размытию.\nВлияние на производительность: среднее\n,Les objets distants sont flous.\nImpact sur la performance : moyen\n,Entferntere Objekte erscheinen verschwommen.\nAuswirkung auf die Leistung: Mittel\n,,Los objetos distantes aparecen difuminados.\nEfecto en el rendimiento: Medio\n
ttGFXSET_DOF_h,UI,Tooltip,KgNone,Глубина резкости,Champ de profondeur,Tiefenschärfe,,Profundidad de campo
ttGFXSET_DynamicContrast_b,UI,Tooltip,KgNone,Выполняет фильтрацию контраста для каждого пикселя.\nВлияние на производительность: среднее\n,Applique un filtre contrastant sur chaque pixel.\nImpact sur la performance : moyen\n,Legt einen Kontrastfilter über jedes Pixel.\nAuswirkung auf die Leistung: Mittel\n,,Se realiza un contraste de filtro sobre cada píxel.\nEfecto en el rendimiento: Medio\n
ttGFXSET_DynamicContrast_h,UI,Tooltip,KgNone,Динамичная контрастность,Contraste dynamique,Dynamischer Kontrast,,Contraste dinámico
ttGFXSET_FOV_b,UI,Tooltip,KgNone,Насколько широк ваш угол обзора.\nВлияние на производительность: низкое\n,Modifie la largeur de votre angle de vision.\nImpact sur la performance : bas\n,Weite deines Blickwinkels.\nAuswirkung auf die Leistung: Gering\n,,La amplitud del ángulo de visión.\nEfecto en el rendimiento: Bajo\n
ttGFXSET_FOV_h,UI,Tooltip,KgNone,Поле зрения,Champ de vision,Sichtfeld,,Campo de visión
ttGFXSET_Fullscreen_b,UI,Tooltip,KgNone,Запускает игру в полноэкранном или оконном режиме.\nВлияние на производительность: среднее\n,Lancez le jeu en mode plein écran ou dans une fenêtre.\nImpact sur la performance : moyen\n,Spiel im Vollbild oder Fenster-Modus laufen lassen.\nAuswirkung auf die Leistung: Mittel\n,,Ejecuta el juego en pantalla completa o en modo ventana.\nEfecto en el rendimiento: Medio\n
ttGFXSET_Fullscreen_h,UI,Tooltip,KgNone,Полноэкранный режим,Plein écran,Vollbild,,Pantalla completa
ttGFXSET_Gamma_b,UI,Tooltip,KgNone,Изменяет яркость в игре.\nВлияние на производительность: нет\n,La luminosité du jeu.\nImpact sur la performance : aucun\n,Wie hell das Spiel ist.\nAuswirkung auf die Leistung: Keine\n,,El brillo del juego.\nEfecto en el rendimiento: Nulo\n
ttGFXSET_Gamma_h,UI,Tooltip,KgNone,Гамма,Gamma,Gamma,,Gama
ttGFXSET_GOBackground_b,UI,Tooltip,KgNone,Регулирует прозрачность/непрозрачность обоев/фона интерфейса.\nВлияние на производительность: очень низкое\n,Opacité/transparence de l'arrière-plan ou du papier peint de l'interface utilisateur.\nImpact sur la performance : très bas\n,Benutzeroberfläche: Lichtundurchlässigkeit/Transparenz des Hintergrund(bild)s.\nAuswirkung auf die Leistung: Sehr gering\n,,Transparencia/opacidad de la IU de fondo.\nEfecto en el rendimiento: Muy bajo\n
ttGFXSET_GOBackground_h,UI,Tooltip,KgNone,Непрозрачность заднего фона,Opacité de l'arrière-plan de l'interface utilisateur,Benutzeroberfläche: Lichtundurchlässigkeit des Hintergrunds,,Opacidad de la interfaz del fondo
ttGFXSET_GOForeground_b,UI,Tooltip,,Регулирует прозрачность/непрозрачность контуров и иконок интерфейса.\nВлияние на производительность: очень низкое\n,Contours de l'interface utilisateur et opacité/transparence du texte.\nImpact sur la performance : très bas\n,Benutzeroberfläche: Umrisse und Lichtundurchlässigkeit/Transparenz des Texts.\nAuswirkung auf die Leistung: Sehr gering\n,,Transparencia/opacidad del texto y contorno de la IU.\nEfecto en el rendimiento: Muy bajo\n
ttGFXSET_GOForeground_h,UI,Tooltip,KgNone,Непрозрачность переднего фона,Opacité du premier plan de l'interface utilisateur,Benutzeroberfläche: Lichtundurchlässigkeit des Vordergrunds,,Opacidad de la interfaz frontal
ttGFXSET_GraphicsQuality_b,UI,Tooltip,KgNone,Общее качество графики.  Изменяет практически все настройки. \nВлияние на производительность: очень высокое\n,Qualité générale des graphismes. Modifie pratiquement tous les paramètres. \nImpact sur la performance : très élevé\n,Gesamte Grafikqualität. Verändert fast alle Einstellungen. \nAuswirkung auf die Leistung: Sehr hoch\n,,Calidad general de gráficos. Cambia casi todos los parámetros. \nEfecto en el rendimiento: Muy alto\n
ttGFXSET_GraphicsQuality_h,UI,Tooltip,KgNone,Качество графики,Qualité des graphismes,Grafikqualität,,Calidad de gráficos
ttGFXSET_GrassDistance_b,UI,Tooltip,KgNone,"Максимальная дистанция, на которой вы будете видеть траву.\nВлияние на производительность: среднее\n",La distance maximale à laquelle vous pouvez voir l'herbe.\nImpact sur la performance : moyen\n,"Die maximale Entfernung, aus der du Gras sehen kannst.\nAuswirkung auf die Leistung: Mittel\n",,La distancia máxima a la que puedes ver la hierba.\nEfecto en el rendimiento: Medio\n
ttGFXSET_GrassDistance_h,UI,Tooltip,KgNone,Прорисовка травы,Distance de l'herbe,Grasdistanz,,Distancia de la hierba
ttGFXSET_HudOpacity_b,UI,Tooltip,KgNone,Регулирует непрозрачность интерфейса в игре.\nВлияние на производительность: нет\n,Opacité de l'affichage tête haute au sein du jeu.\nImpact sur la performance : aucun\n,Lichtundurchlässigkeit des Head-up-Displays (HUD) im Spiel.\nAuswirkung auf die Leistung: Keine\n,,Opacidad de la interfaz del HUD.\nEfecto en el rendimiento: Nulo\n
ttGFXSET_HudOpacity_h,UI,Tooltip,KgNone,Непрозрачность интерфейса,Opacité de l'affichage tête haute,Lichtundurchlässigkeit des HUD,,Opacidad del HUD
ttGFXSET_HudSize_b,UI,Tooltip,KgNone,Размер игрового интерфейса.\nВлияние на производительность: нет\n,La taille de l'affichage tête haute au sein du jeu.\nImpact sur la performance : aucun\n,Größe des Head-up-Displays (HUD) im Spiel.\nAuswirkung auf die Leistung: Keine\n,,El tamaño de la interfaz del HUD en el juego.\nEfecto en el rendimiento: Nulo\n
ttGFXSET_HudSize_h,UI,Tooltip,KgNone,Размер интерфейса,Taille de l'affichage tête haute,Größe des HUD,,Tamaño del HUD
ttGFXSET_ImageEffects_b,UI,Tooltip,KgNone,"Использование графических эффектов таких, как Размытие и Сглаживание.\nВлияние на производительность: среднее\n",Utilisez des effets visuels avancés comme le flou lumineux et l'anticrénelage.\nImpact sur la performance : moyen\n,Erweiterte Bildeffekte wie Bloom oder Kantenglättung verwenden.\nAuswirkung auf die Leistung: Mittel\n,,Usa efectos de imágenes avanzados como Bloom y Antialiasing.\nEfecto en el rendimiento: Medio\n
ttGFXSET_ImageEffects_h,UI,Tooltip,KgNone,Графические эффекты,Effets visuels,Bildeffekte,,Efectos de imagen
ttGFXSET_LOD_b,UI,Tooltip,KgNone,"Максимальный уровень детализации, при котором отрисовывается мир.\nВлияние на производительность: высокое\n",Le niveau de détails général maximal au sein du jeu.\nImpact sur la performance : élevé\n,"Der maximale Detaillierungsgrad, in dem die Welt dargestellt wird.\nAuswirkung auf die Leistung: Hoch\n",,El nivel máximo de detalle general al que se muestra el mundo.\nEfecto en el rendimiento: Alto\n
ttGFXSET_LOD_h,UI,Tooltip,KgNone,Уровень детализации,Niveau de détail,Detaillierungsgrad,,Nivel de detalle
ttGFXSET_MotionBlur_b,UI,Tooltip,KgNone,Качество уровня размытия в движении (более сильное разбиение пикселей и их сглаживание).\nВлияние на производительность: высокое\n,Le niveau de qualité du flou cinétique (davantage d'échantillonnages et de lissages de pixels)\nImpact sur la performance : élevé\n,Qualität der Bewegungsunschärfe (mehr Pixelproben und Glättung).\nAuswirkung auf die Leistung: Hoch\n,,Calidad de nivel de la difuminación (más muestras por píxel y suavizado).\nEfecto en el rendimiento: Alto\n
ttGFXSET_MotionBlur_h,UI,Tooltip,KgNone,Размытие в движении,Flou cinétique,Bewegungsunschärfe,,Difuminación
ttGFXSET_ReflectedShadows_b,UI,Tooltip,KgNone,Тени обрабатываются и отображаются внутри отражений.\nВлияние на производительность: высокое\n,Les ombres sont prises en charge et affichées dans les reflets.\nImpact sur la performance : élevé\n,Schatten werden verarbeitet und in Reflexionen dargestellt.\nAuswirkung auf die Leistung: Hoch\n,,Las sombras se procesan y muestran dentro de los reflejos.\nEfecto en el rendimiento: Alto\n
ttGFXSET_ReflectedShadows_h,UI,Tooltip,KgNone,Отражение теней,Ombres reflétées,Reflektierte Schatten,,Sombras reflejadas
ttGFXSET_ReflectionDistance_b,UI,Tooltip,KgNone,"Максимальная дистанция, на которой вы будете видеть отражения.\nВлияние на производительность: очень высокое\n",La distance maximale à laquelle vous pouvez voir les reflets.\nImpact sur la performance : très élevé\n,"Die maximale Entfernung, aus der du Reflexionen sehen kannst.\nAuswirkung auf die Leistung: Sehr hoch\n",,La distancia máxima a la que puedes ver los reflejos.\nEfecto en el rendimiento: Muy alto\n
ttGFXSET_ReflectionDistance_h,UI,Tooltip,KgNone,Дальность видимости отражений,Distance des reflets,Reflexionendistanz,,Distancia de reflejos
