"Key","Source","Context","Changes","English"
"txName_BrickBrown","painting","txGroupFaux","New","Бурый кирпич"
"txName_Dead_grass","painting","txGroupFaux","New","СУХАЯ ТРАВА"
"txName_Paintedbrick","painting","txGroupFaux","New","ОКРАШЕННЫЙ КИРПИЧ"
"txName_Tanbrick","painting","txGroupFaux","New","БЕЖЕВЫЙ Кирпичная кладка1"
"txName_Tanbrick02","painting","txGroupFaux","New","БЕЖЕВЫЙ Кирпичная кладка2"
"txName_Adobe_peach","painting","txGroupMasonry","New","ПЕРСИКОВЫЙ САМАН"
"txName_Adobe_tan","painting","txGroupMasonry","New","БЕЖЕВЫЙ САМАН"
"txName_Adobe_trim_white","painting","txGroupMasonry","New","БЕЛЫЙ САМАН/ОТДЕЛКА"
"txName_Adobe_white","painting","txGroupMasonry","New","БЕЛЫЙ САМАН"
"txName_Cobblestone","painting","txGroupMasonry","New","БУЛЫЖНИК"
"txName_Concrete","painting","txGroupMasonry","New","БЕТОН"
"txName_Concrete_block","painting","txGroupMasonry","New","БЕТОННЫЕ БЛОКИ"
"txName_Concrete_reinforced","painting","txGroupMasonry","New","ЖЕЛЕЗОБЕТОН"
"txName_Concrete_trim","painting","txGroupMasonry","New","БЕТОН/ОТДЕЛКА 1"
"txName_Concrete_trim2","painting","txGroupMasonry","New","БЕТОН/ОТДЕЛКА 2"
"txName_Concrete_trim3","painting","txGroupMasonry","New","БЕТОН/ОТДЕЛКА 3"
"txName_Concrete_white","painting","txGroupMasonry","New","БЕЛЫЙ БЕТОН"
"txName_Drywall","painting","txGroupMasonry","New","ГИПСОКАРТОН"
"txName_Drywall_tan","painting","txGroupMasonry","New","БЕЖЕВЫЙ ГИПСОКАРТОН"
"txName_Drywall_tan_baseboard","painting","txGroupMasonry","New","БЕЖЕВЫЙ ГИПСОКАРТОН (ОСНОВАНИЕ)"
"txName_Flagstone","painting","txGroupMasonry","New","ПЛИТНЯК"
"txName_Granite","painting","txGroupMasonry","New","ГРАНИТНЫЙ ШКАФ"
"txName_GraniteBlack","painting","txGroupMasonry","New","ЧЁРНЫЙ ГРАНИТ"
"txName_Gravel","painting","txGroupMasonry","New","ГРАВИЙ"
"txName_Plaster","painting","txGroupMasonry","New","ШТУКАТУРКА"
"txName_Sidewalk_wasteland","painting","txGroupMasonry","New","ТРОТУАР"
"txName_Corregated_metal","painting","txGroupMetal","New","МЕТАЛЛИЧЕСКИЙ ПРОФНАСТИЛ"
"txName_Duct_soft","painting","txGroupMetal","New","МЕТАЛЛИЧЕСКИЙ ГИБКИЙ ВОЗДУХОВОД"
"txName_Fridge_stainless_side","painting","txGroupMetal","New","НЕРЖАВЕЙКА"
"txName_Green_rusty_metal","painting","txGroupMetal","New","ЗЕЛЁНЫЙ РЖАВЫЙ МЕТАЛЛ"
"txName_Metal_base","painting","txGroupMetal","New","ОБЫЧНЫЙ МЕТАЛЛ"
"txName_Metal_plate_wall","painting","txGroupMetal","New","МЕТАЛЛИЧЕСКАЯ СТЕНА (ПЛИТА)"
"txName_Metal_rivet","painting","txGroupMetal","New","КЛЁПАНЫЙ МЕТАЛЛ"
"txName_Pipe_metal","painting","txGroupMetal","New","ЖЕЛЕЗНАЯ ТРУБА"
"txName_Pipe_metal2","painting","txGroupMetal","New","ЖЕЛЕЗНАЯ ТРУБА 2"
"txName_Reinforced_metal_plate_wall","painting","txGroupMetal","New","УСИЛЕННЫЙ МЕТАЛЛ"
"txName_Rusty_metal_base","painting","txGroupMetal","New","РЖАВЫЙ МЕТАЛЛ"
"txName_Steel_floor","painting","txGroupMetal","New","ЛИСТ МЕТАЛЛА (ПОЛ)"
"txName_Steel_wall","painting","txGroupMetal","New","ЛИСТ МЕТАЛЛА (СТЕНА)"
"txName_Taupe_metal","painting","txGroupMetal","New","ТЁМНО-СЕРЫЙ МЕТАЛЛ"
"txName_Tread_plate","painting","txGroupMetal","New","МЕТАЛЛИЧЕСКАЯ ПЛАСТИНА"
"txName_Tread_plate02","painting","txGroupMetal","New","Металлическая пластина 2"
"txName_Ventilation_duct","painting","txGroupMetal","New","МЕТАЛЛИЧЕСКАЯ ВЕНТИЛЯЦИЯ"
"txName_Window_plug04","painting","txGroupMetal","New","МЕТАЛЛИЧЕСКАЯ ЗАТЫЧКА ОКНА 4"
"txName_Wrought_iron_metal","painting","txGroupMetal","New","КОВАНОЕ ЖЕЛЕЗО"
"txName_Beercooler_sides","painting","txGroupPainted","New","ХОЛОДИЛЬНИК ДЛЯ ПИВА (СТОРОНА)"
"txName_Concrete_blue","painting","txGroupPainted","New","СИНИЙ БЕТОН"
"txName_Concrete_brown","painting","txGroupPainted","New","КОРИЧНЕВЫЙ БЕТОН"
"txName_Concrete_camo","painting","txGroupPainted","New","ЛЕСНОЙ КАМУФЛЯЖ"
"txName_Concrete_dark_grey","painting","txGroupPainted","New","ТЁМНО-СЕРЫЙ БЕТОН"
"txName_Concrete_dark_red","painting","txGroupPainted","New","ТЁМНО-КРАСНЫЙ БЕТОН"
"txName_Concrete_green","painting","txGroupPainted","New","ЗЕЛЁНЫЙ БЕТОН"
"txName_Concrete_grey","painting","txGroupPainted","New","СЕРЫЙ БЕТОН"
"txName_Concrete_mustard","painting","txGroupPainted","New","Горчичный бетон"
"txName_Concrete_orange","painting","txGroupPainted","New","ОРАНЖЕВЫЙ БЕТОН"
"txName_Concrete_pink","painting","txGroupPainted","New","РОЗОВЫЙ БЕТОН"
"txName_Concrete_purple","painting","txGroupPainted","New","ПУРПУРНЫЙ БЕТОН"
"txName_Concrete_red","painting","txGroupPainted","New","КРАСНЫЙ БЕТОН"
"txName_Concrete_yellow","painting","txGroupPainted","New","ЖЁЛТЫЙ БЕТОН"
"txName_Drywall_blue","painting","txGroupPainted","New","СИНИЙ ГИПСОКАРТОН"
"txName_Drywall_orange","painting","txGroupPainted","New","ОРАНЖЕВЫЙ ГИПСОКАРТОН"
"txName_Painting01_trim","painting","txGroupPainted","New","КАРКАС КАРТИНЫ/ОТДЕЛКА"
"txName_Pillcase_side","painting","txGroupPainted","New","ПОЛКА С ЛЕКАРСТВАМИ (СТОРОНА)"
"txName_Smokestack_red","painting","txGroupPainted","New","КРАСНЫЙ МЕТАЛЛ"
"txName_Smokestack_white","painting","txGroupPainted","New","БЕЛЫЙ МЕТАЛЛ"
"txName_Awning1","painting","txGroupWallCovering","New","КРАСНЫЙ ТЕНТ"
"txName_Awning2","painting","txGroupWallCovering","New","БЕЖЕВЫЙ ТЕНТ"
"txName_Awning3","painting","txGroupWallCovering","New","ЗЕЛЁНЫЙ ТЕНТ"
"txName_Cabinet_old_counter","painting","txGroupWallCovering","New","СТАРЫЙ ШКАФ (ЗАДНЯЯ СТОРОНА)"
"txName_Carpet1","painting","txGroupWallCovering","New","КОВЁР 1"
"txName_Carpet2","painting","txGroupWallCovering","New","КОВЁР 2"
"txName_Carpet3","painting","txGroupWallCovering","New","КОВЁР 3"
"txName_Carpet4","painting","txGroupWallCovering","New","КОВЁР 4"
"txName_Carpet5","painting","txGroupWallCovering","New","Ковёр 5"
"txName_Carpet6","painting","txGroupWallCovering","New","Ковёр 6"
"txName_Drop_ceiling01","painting","txGroupWallCovering","New","ПОДВЕСНОЙ ПОТОЛОК 1"
"txName_Drop_ceiling02","painting","txGroupWallCovering","New","ПОДВЕСНОЙ ПОТОЛОК 2"
"txName_Drywall_ceiling","painting","txGroupWallCovering","New","БЕЛЫЙ ПОТОЛОЧНЫЙ ГИПСОКАРТОН"
"txName_Drywall_creme","painting","txGroupWallCovering","New","КРЕМОВЫЙ ГИПСОКАРТОН"
"txName_Drywall_creme_baseboard","painting","txGroupWallCovering","New","КРЕМОВЫЙ ГИПСОКАРТОН (ОСНОВАНИЕ)"
"txName_Fabric_Blinds","painting","txGroupWallCovering","New","ТКАНЕВЫЕ ШТОРЫ"
"txName_Fur_rug","painting","txGroupWallCovering","New","МЕХОВОЙ КОВЁР"
"txName_Plaster_green_baseboard","painting","txGroupWallCovering","New","ЗЕЛЁНАЯ ШТУКАТУРКА (ОСНОВАНИЕ)"
"txName_Plaster_green_middle","painting","txGroupWallCovering","New","ЗЕЛЁНАЯ ШТУКАТУРКА (СЕРЕДИНА)"
"txName_Plaster_green_top","painting","txGroupWallCovering","New","ЗЕЛЁНАЯ ШТУКАТУРКА (ВЕРХ)"
"txName_Rug01","painting","txGroupWallCovering","New","КОВРИК 1"
"txName_Tile_floor1","painting","txGroupWallCovering","New","КАФЕЛЬНЫЙ ПОЛ 1"
"txName_Tile_floor2","painting","txGroupWallCovering","New","КАФЕЛЬНЫЙ ПОЛ 2"
"txName_Tile_floor3","painting","txGroupWallCovering","New","КАФЕЛЬНЫЙ ПОЛ 3"
"txName_Tile_floor4","painting","txGroupWallCovering","New","БЕЛЫЙ КАФЕЛЬНЫЙ ПОЛ"
"txName_Tile_floor5","painting","txGroupWallCovering","New","КОРИЧНЕВЫЙ КАФЕЛЬНЫЙ ПОЛ"
"txName_Tile_floor6","painting","txGroupWallCovering","New","Кафельный пол 6"
"txName_Tile_industrial","painting","txGroupWallCovering","New","КАФЕЛЬНЫЙ ПОЛ 6"
"txName_Tile_Marble_Grey","painting","txGroupWallCovering","New","СЕРЫЙ МРАМОР"
"txName_wallpaper01","painting","txGroupWallCovering","New","Обои 1"
"txName_wallpaper02","painting","txGroupWallCovering","New","Обои 2"
"txName_Wallpaper03","painting","txGroupWallCovering","New","Обои 3"
"txName_Barnwood","painting","txGroupWood","New","САРАЙНОЕ ДЕРЕВО"
"txName_Blue_metal_roof","painting","txGroupWood","New","СИНЯЯ МЕТАЛЛИЧЕСКАЯ КРЫША"
"txName_Clay_roof","painting","txGroupWood","New","ГЛИНЯНАЯ КРОВЛЯ"
"txName_crown","painting","txGroupWood","New","Потолочный плинтус"
"txName_Crown_oak","painting","txGroupWood","New","Потолочный плинтус (дуб)"
"txName_Fence_wood","painting","txGroupWood","New","ДЕРЕВЯННЫЙ ЗАБОР"
"txName_Garage_door1","painting","txGroupWood","New","ГАРАЖНАЯ ДВЕРЬ 1"
"txName_Garage_door2","painting","txGroupWood","New","Гаражная дверь 2"
"txName_Green_metal_roof","painting","txGroupWood","New","ЗЕЛЁНАЯ МЕТАЛЛИЧЕСКАЯ КРОВЛЯ"
"txName_Log_cabin","painting","txGroupWood","New","ДЕРЕВЯННЫЙ САЙДИНГ"
"txName_oak","painting","txGroupWood","New","Древесина дуба"
"txName_Orange_metal_roof","painting","txGroupWood","New","ОРАНЖЕВАЯ МЕТАЛЛИЧЕСКАЯ КРОВЛЯ"
"txName_Plywood","painting","txGroupWood","New","ФАНЕРА"
"txName_Reinforced_wood","painting","txGroupWood","New","УСИЛЕННОЕ ДЕРЕВО"
"txName_Reinforced_wood_metal","painting","txGroupWood","New","УСИЛЕННОЕ ЖЕЛЕЗОМ ДЕРЕВО"
"txName_Rough_cut_wood","painting","txGroupWood","New","БРЁВНА"
"txName_Shingles_asphalt","painting","txGroupWood","New","ЧЕРЕПИЦА/БИТУМ"
"txName_Shingles_asphalt_diamond","painting","txGroupWood","New","Черепица/битум/бубны"
"txName_Shingles_old","painting","txGroupWood","New","СТАРАЯ ЧЕРЕПИЦА"
"txName_Shingles_wood","painting","txGroupWood","New","ДЕРЕВЯННАЯ ЧЕРЕПИЦА"
"txName_Shutters1","painting","txGroupWood","New","СТАВНИ"
"txName_Siding_blue","painting","txGroupWood","New","СИНИЙ ДЕРЕВЯННЫЙ САЙДИНГ"
"txName_Siding_green","painting","txGroupWood","New","ЗЕЛЁНЫЙ ДЕРЕВЯННЫЙ САЙДИНГ"
"txName_Siding_tan","painting","txGroupWood","New","БЕЖЕВЫЙ ДЕРЕВЯННЫЙ САЙДИНГ"
"txName_Siding_white","painting","txGroupWood","New","БЕЛЫЙ ДЕРЕВЯННЫЙ САЙДИНГ"
"txName_Siding_white_burnt","painting","txGroupWood","New","БЕЛЫЙ ГОРЕЛЫЙ ДЕРЕВЯННЫЙ САЙДИНГ"
"txName_Siding_yellow","painting","txGroupWood","New","ЖЁЛТЫЙ ДЕРЕВЯННЫЙ САЙДИНГ"
"txName_Tarpaper","painting","txGroupWood","New","Рубероид"
"txName_Treetrunk_cut","painting","txGroupWood","New","СТВОЛ ДЕРЕВА (СРЕЗ)"
"txName_Treetrunk_pine","painting","txGroupWood","New","СТВОЛ ДЕРЕВА (СОСНА)"
"txName_wainscotting","painting","txGroupWood","New","Деревянные панели"
"txName_wainscotting_Oak","painting","txGroupWood","New","Деревянные дубовые панели"
"txName_wainscotting_Red","painting","txGroupWood","New","Панели из красного дерева"
"txName_Window_plug","painting","txGroupWood","New","ЗАТЫЧКА ОКНА 1"
"txName_Wood_barricade","painting","txGroupWood","New","БЕЛЫЙ ДЕРЕВЯННЫЙ САЙДИНГ 2"
"txName_Wood_barricade02","painting","txGroupWood","New","ДЕРЕВЯННАЯ БАРРИКАДА"
"txName_Wood_black","painting","txGroupWood","New","Чёрное дерево"
"txName_wood_ceiling","painting","txGroupWood","New","Деревянный потолок"
"txName_Wood_fence","painting","txGroupWood","New","ДЕРЕВЯННЫЙ ЗАБОР"
"txName_Wood_old","painting","txGroupWood","New","СТАРОЕ ДЕРЕВО"
"txName_Wood_osb","painting","txGroupWood","New","ДЕРЕВЯННАЯ ФАНЕРА"
"txName_Wood_painted1","painting","txGroupWood","New","ОКРАШЕННОЕ ДЕРЕВО 1"
"txName_Wood_painted2","painting","txGroupWood","New","ОКРАШЕННОЕ ДЕРЕВО 2"
"txName_Wood_painted3","painting","txGroupWood","New","ОКРАШЕННОЕ ДЕРЕВО 3"
"txName_Woodfloor01","painting","txGroupWood","New","КРАСНОЕ ДЕРЕВО"
"txName_WoodPaneling_burnt","painting","txGroupWood","New","ГОРЕЛАЯ ДЕРЕВЯННАЯ ОБИВКА"
"xuiPrefabEditorHelp","PrefabEditorHelp","XUI","New","Помощь по редактору префабов"
"xuiPrefabEditorHelpCopyBlocksKey","PrefabEditorHelp","XUI","New","[action:local:FocusCopyBlock] -или- [button:LeftControl] + [action:local:Secondary]"
"xuiPrefabEditorHelpCopyBlocksText","PrefabEditorHelp","XUI","New","Создать стек из 99 блоков на поясе аналогичных блоку под курсором."
"xuiPrefabEditorHelpCopyKey","PrefabEditorHelp","XUI","New","[button:LeftControl] + [button:C]"
"xuiPrefabEditorHelpCopyText","PrefabEditorHelp","XUI","New","Копировать содержимое текущего выделения в буфер обмена."
"xuiPrefabEditorHelpCreateSelectionKey","PrefabEditorHelp","XUI","New","[action:local:SelectionSet]"
"xuiPrefabEditorHelpCreateSelectionText","PrefabEditorHelp","XUI","New","Создайте поле выделения. Нажмите во время фокусировки на другую позицию, чтобы увеличить размер выделения."
"xuiPrefabEditorHelpDeleteBlockKey","PrefabEditorHelp","XUI","New","[action:local:Run] + [action:local:Primary]"
"xuiPrefabEditorHelpDeleteBlockText","PrefabEditorHelp","XUI","New","Удалить блок, на котором сфокусированы."
"xuiPrefabEditorHelpFocusBlockKey","PrefabEditorHelp","XUI","New","[action:local:Run]"
"xuiPrefabEditorHelpFocusBlockText","PrefabEditorHelp","XUI","New","Сфокусировать на текущем под курсором блоком вместо точки над сфокусированном блоке."
"xuiPrefabEditorHelpMain","PrefabEditorHelp","XUI","New","Общее"
"xuiPrefabEditorHelpPasteAdvancedKey","PrefabEditorHelp","XUI","New","[button:LeftControl] + [button:LeftShift] + [button:V]"
"xuiPrefabEditorHelpPasteAdvancedText","PrefabEditorHelp","XUI","New","Вставить содержимое из буфера обмена в окно предварительного просмотра, которое можно перемещать. Повторное нажатие комбинации вставит блоки в мир."
"xuiPrefabEditorHelpPasteKey","PrefabEditorHelp","XUI","New","[button:LeftControl] + [button:V]"
"xuiPrefabEditorHelpPasteText","PrefabEditorHelp","XUI","New","Вставить содержимое из буфера обмена в мир.\nЕсли текущий размер выделения не соответствует размеру содержимого буфера обмена, первое нажатие отрегулирует размер выделения в соответствии с размером буфера обмена, а второе нажатие уже вставит содержимое"
"xuiPrefabEditorHelpSelectionAboveTerrainKey","PrefabEditorHelp","XUI","New","[button:LeftAlt]"
"xuiPrefabEditorHelpSelectionAboveTerrainText","PrefabEditorHelp","XUI","New","Показать окно выделения над ландшафтом."
"xuiPrefabEditorHelpSelectionClearKey","PrefabEditorHelp","XUI","New","[action:local:SelectionClear]"
"xuiPrefabEditorHelpSelectionClearText","PrefabEditorHelp","XUI","New","Очистить выделение (заменив все на воздух)."
"xuiPrefabEditorHelpSelectionDensityKey","PrefabEditorHelp","XUI","New","[action:local:Forward] / [action:local:Back] / [action:local:Left] / [action:local:Right]"
"xuiPrefabEditorHelpSelectionDensityText","PrefabEditorHelp","XUI","New","Изменить плотность блоков внутри выделения (влево/вправо сделает один шаг, вниз/вверх - 10 шагов)."
"xuiPrefabEditorHelpSelectionFaceKey","PrefabEditorHelp","XUI","New","Удержание [button:LeftShift] + [action:local:Drop] + [action:local:Jump] / [action:local:Crouch] / [action:local:Forward] / [action:local:Back] / [action:local:Left] / [action:local:Right]"
"xuiPrefabEditorHelpSelectionFaceText","PrefabEditorHelp","XUI","New","Выделить грань выделения, соответствующую направлению движения нажатой кнопки."
"xuiPrefabEditorHelpSelectionFillKey","PrefabEditorHelp","XUI","New","[action:local:SelectionFill]"
"xuiPrefabEditorHelpSelectionFillText","PrefabEditorHelp","XUI","New","Заполнить выделение выбранным блоком."
"xuiPrefabEditorHelpSelectionMirrorKey","PrefabEditorHelp","XUI","New","Удержание [button:LeftControl] + [action:local:Drop]"
"xuiPrefabEditorHelpSelectionMirrorText","PrefabEditorHelp","XUI","New","Зеркальное отображение окна выделения вдоль любой оси."
"xuiPrefabEditorHelpSelectionMoveDirectKey","PrefabEditorHelp","XUI","New","Удержание [action:local:Drop] + [action:local:Jump] / [action:local:Crouch] / [action:local:Forward] / [action:local:Back] / [action:local:Left] / [action:local:Right]"
"xuiPrefabEditorHelpSelectionMoveDirectText","PrefabEditorHelp","XUI","New","Переместить поле выделения, соответствующее направлению движения нажатой кнопки."
"xuiPrefabEditorHelpSelectionMoveKey","PrefabEditorHelp","XUI","New","Удержание [action:local:Drop]"
"xuiPrefabEditorHelpSelectionMoveModeKey","PrefabEditorHelp","XUI","New","[action:local:SelectionMoveMode]"
"xuiPrefabEditorHelpSelectionMoveModeText","PrefabEditorHelp","XUI","New","Переключить режим движения для следующей горячей клавиши между движением в мировом направлении или направлении игрока."
"xuiPrefabEditorHelpSelectionMoveText","PrefabEditorHelp","XUI","New","Переместить поле выделения."
"xuiPrefabEditorHelpSelectionPropertiesKey","PrefabEditorHelp","XUI","New","[action:local:Prefab]"
"xuiPrefabEditorHelpSelectionPropertiesText","PrefabEditorHelp","XUI","New","Открыть окно свойств для выделения."
"xuiPrefabEditorHelpSelectionRemoveKey","PrefabEditorHelp","XUI","New","[action:local:SelectionDelete]"
"xuiPrefabEditorHelpSelectionRemoveText","PrefabEditorHelp","XUI","New","Удалить поле выделения."
"xuiPrefabEditorHelpSelectionResizeKey","PrefabEditorHelp","XUI","New","Удержание [button:LeftShift] + [action:local:Drop]"
"xuiPrefabEditorHelpSelectionResizeText","PrefabEditorHelp","XUI","New","Изменить размер поля выделения."
"xuiPrefabEditorHelpSelectionRotateKey","PrefabEditorHelp","XUI","New","[action:local:SelectionRotate]"
"xuiPrefabEditorHelpSelectionRotateText","PrefabEditorHelp","XUI","New","Повернуть активное выделение."
"xuiPrefabEditorHelpSelectionsEdit","PrefabEditorHelp","XUI","New","Редактирование"
"xuiPrefabEditorHelpSelectionsGeneric","PrefabEditorHelp","XUI","New","Выделение"
"xuiPrefabEditorHelpUnselectBoxKey","PrefabEditorHelp","XUI","New","[action:local:Primary]"
"xuiPrefabEditorHelpUnselectBoxText","PrefabEditorHelp","XUI","New","Выделите/снимите выделение со сфокусированного поля или снимите выделение с текущего выделения."
"attagility","progression","Attribute","New","ЛОВКОСТЬ"
"attAgilityDesc","progression","Attribute","New","ЛОВКОСТЬ - ЭТО МЕРА ВАШЕГО СПОРТИВНОГО МАСТЕРСТВА. ПОВЫШЕНИЕ ЛОВКОСТИ ПОВЫШАЕТ МАКСИМАЛЬНУЮ ВЫНОСЛИВОСТЬ."
"attAgilityName","progression","Attribute","New","АТРИБУТ: ЛОВКОСТЬ"
"attAgilityRank10Desc","progression","Attribute","New","ВЫ ГОТОВЫ К ТРИАТЛОНУ. УВЕЛИЧЬТЕ МАКСИМАЛЬНУЮ ВЫНОСЛИВОСТЬ ДО 200."
"attAgilityRank1Desc","progression","Attribute","New","ЛОВКОСТЬ - НЕ ВАША СИЛЬНАЯ СТОРОНА, НО С НЕБОЛЬШОЙ ПРАКТИКОЙ ВСЕ ВОЗМОЖНО."
"attAgilityRank2Desc","progression","Attribute","New","УВЕЛИЧЬТЕ МАКСИМАЛЬНУЮ ВЫНОСЛИВОСТЬ ДО 110."
"attAgilityRank3Desc","progression","Attribute","New","УВЕЛИЧЬТЕ МАКСИМАЛЬНУЮ ВЫНОСЛИВОСТЬ ДО 120."
"attAgilityRank4Desc","progression","Attribute","New","УВЕЛИЧЬТЕ МАКСИМАЛЬНУЮ ВЫНОСЛИВОСТЬ ДО 130."
"attAgilityRank5Desc","progression","Attribute","New","УВЕЛИЧЬТЕ МАКСИМАЛЬНУЮ ВЫНОСЛИВОСТЬ ДО 140."
"attAgilityRank6Desc","progression","Attribute","New","УВЕЛИЧЬТЕ МАКСИМАЛЬНУЮ ВЫНОСЛИВОСТЬ ДО 150."
"attAgilityRank7Desc","progression","Attribute","New","УВЕЛИЧЬТЕ МАКСИМАЛЬНУЮ ВЫНОСЛИВОСТЬ ДО 160."
"attAgilityRank8Desc","progression","Attribute","New","УВЕЛИЧЬТЕ МАКСИМАЛЬНУЮ ВЫНОСЛИВОСТЬ ДО 170."
"attAgilityRank9Desc","progression","Attribute","New","УВЕЛИЧЬТЕ МАКСИМАЛЬНУЮ ВЫНОСЛИВОСТЬ ДО 180."
"attfortitude","progression","Attribute","New","СИЛА ДУХА"
"attFortitudeDesc","progression","Attribute","New","Стойкость - показатель вашей физической устойчивости. Увеличение стойкости повышает\nМаксимум здоровья."
"attFortitudeName","progression","Attribute","New","АТРИБУТ: СИЛА ДУХА"
"attFortitudeRank10Desc","progression","Attribute","New","ЧЕЛОВЕК ТАНК. УВЕЛИЧЬТЕ МАКСИМАЛЬНОЕ КОЛИЧЕСТВО ЗДОРОВЬЯ ДО 200"
"attFortitudeRank1Desc","progression","Attribute","New","ВЫ НЕ ОЧЕНЬ КРЕПКИЙ, НО, ПО КРАЙНЕЙ МЕРЕ, ВЫ ЖИВЫ."
"attFortitudeRank2Desc","progression","Attribute","New","УВЕЛИЧЬТЕ СВОЕ МАКСИМАЛЬНОЕ ЗДОРОВЬЕ ДО 110."
"attFortitudeRank3Desc","progression","Attribute","New","УВЕЛИЧЬТЕ СВОЕ МАКСИМАЛЬНОЕ ЗДОРОВЬЕ ДО 120."
"attFortitudeRank4Desc","progression","Attribute","New","УВЕЛИЧЬТЕ СВОЕ МАКСИМАЛЬНОЕ ЗДОРОВЬЕ ДО 130."
"attFortitudeRank5Desc","progression","Attribute","New","УВЕЛИЧЬТЕ СВОЕ МАКСИМАЛЬНОЕ ЗДОРОВЬЕ ДО 140."
"attFortitudeRank6Desc","progression","Attribute","New","УВЕЛИЧЬТЕ СВОЕ МАКСИМАЛЬНОЕ ЗДОРОВЬЕ ДО 150."
"attFortitudeRank7Desc","progression","Attribute","New","УВЕЛИЧЬТЕ СВОЕ МАКСИМАЛЬНОЕ ЗДОРОВЬЕ ДО 160."
"attFortitudeRank8Desc","progression","Attribute","New","УВЕЛИЧЬТЕ СВОЕ МАКСИМАЛЬНОЕ ЗДОРОВЬЕ ДО 170."
"attFortitudeRank9Desc","progression","Attribute","New","УВЕЛИЧЬТЕ СВОЕ МАКСИМАЛЬНОЕ ЗДОРОВЬЕ ДО 180."
"attintellect","progression","Attribute","New","ИНТЕЛЛЕКТ"
"attIntellectDesc","progression","Attribute","New","Интеллект - показатель ваших умственных способностей. Увеличение интеллекта повышает качество изготавливаемых предметов и получаемый опыт."
"attIntellectName","progression","Attribute","New","Атрибут: Интеллект"
"attIntellectRank10Desc","progression","Attribute","New","Вы можете изготавливать предметы безупречного качества. Создание предметов на 90% быстрее."
"attIntellectRank1Desc","progression","Attribute","New","Вы можете изготавливать некачественные предметы."
"attIntellectRank2Desc","progression","Attribute","New","Вы можете изготавливать предметы низкого качества. Создание предметов на 10% быстрее."
"attIntellectRank3Desc","progression","Attribute","New","Создание предметов на 20% быстрее."
"attIntellectRank4Desc","progression","Attribute","New","Вы можете изготавливать предметы среднего качества. Создание предметов на 30% быстрее."
"attIntellectRank5Desc","progression","Attribute","New","Создание предметов на 40% быстрее."
"attIntellectRank6Desc","progression","Attribute","New","Вы можете изготавливать предметы хорошего качества. Создание предметов теперь на 50% быстрее."
"attIntellectRank7Desc","progression","Attribute","New","Создание предметов на 60% быстрее."
"attIntellectRank8Desc","progression","Attribute","New","Вы можете изготавливать предметы превосходного качества. Создание предметов на 70% быстрее."
"attIntellectRank9Desc","progression","Attribute","New","Создание предметов на 80% быстрее."
"attperception","progression","Attribute","New","Восприятие"
"attPerceptionDesc","progression","Attribute","New","Восприятие - показатель вашей чувствительности. Увеличение восприятия повышает урон огнестрельного оружия."
"attPerceptionName","progression","Attribute","New","Атрибут: Восприятие"
"attPerceptionRank10Desc","progression","Attribute","New","Знайте слабое место своего врага. Урон от оружия дальнего боя увеличен на 50%."
"attPerceptionRank1Desc","progression","Attribute","New","Вы можете поразить свою цель оружием дальнего боя, но вы не наносите большого урона."
"attPerceptionRank2Desc","progression","Attribute","New","Урон от оружия дальнего боя увеличен на 5%."
"attPerceptionRank3Desc","progression","Attribute","New","Урон от оружия дальнего боя увеличен на 10%."
"attPerceptionRank4Desc","progression","Attribute","New","Урон от оружия дальнего боя увеличен на 15%."
"attPerceptionRank5Desc","progression","Attribute","New","Урон от оружия дальнего боя увеличен на 20%."
"attPerceptionRank6Desc","progression","Attribute","New","Урон от оружия дальнего боя увеличен на 25%."
"attPerceptionRank7Desc","progression","Attribute","New","Урон от оружия дальнего боя увеличен на 30%."
"attPerceptionRank8Desc","progression","Attribute","New","Урон от оружия дальнего боя увеличен на 35%."
"attPerceptionRank9Desc","progression","Attribute","New","Урон от оружия дальнего боя увеличен на 40%."
"attstrength","progression","Attribute","New","Сила"
"attStrengthDesc","progression","Attribute","New","Сила - показатель вашей мышечной силы. Увеличение силы повышает урон в ближнем бою и по блокам инструментами."
"attStrengthName","progression","Attribute","New","Атрибут: Сила"
"attStrengthRank10Desc","progression","Attribute","New","Мистер Олимпия бы гордился. Урон в ближнем бою и по блоку увеличен на 50%"
"attStrengthRank1Desc","progression","Attribute","New","Каждый хочет быть культуристом, но никто не хочет жить с тяжёлой задницей."
"attStrengthRank2Desc","progression","Attribute","New","Урон в ближнем бою и по блоку увеличен на 5%"
"attStrengthRank3Desc","progression","Attribute","New","Урон в ближнем бою и по блоку увеличен на 10%"
"attStrengthRank4Desc","progression","Attribute","New","Урон в ближнем бою и по блоку увеличен на 15%"
"attStrengthRank5Desc","progression","Attribute","New","Урон в ближнем бою и по блоку увеличен на 20%"
"attStrengthRank6Desc","progression","Attribute","New","Урон в ближнем бою и по блоку увеличен на 25%"
"attStrengthRank7Desc","progression","Attribute","New","Урон в ближнем бою и по блоку увеличен на 30%"
"attStrengthRank8Desc","progression","Attribute","New","Урон в ближнем бою и по блоку увеличен на 35%"
"attStrengthRank9Desc","progression","Attribute","New","Урон в ближнем бою и по блоку увеличен на 40%"
"reqAgilityLevel1","progression","Attribute","New","Уровень ловкости 1"
"reqAgilityLevel10","progression","Attribute","New","Уровень ловкости 10"
"reqAgilityLevel3","progression","Attribute","New","Уровень ловкости 3"
