"Key","Source","Context","Changes","English","French","German","Klingon","Spanish"
"quest_BasicSurvival5_description_console","","Quest Info","KeyCon KgNone","Now that you have a melee weapon, you could use a ranged weapon. Gather wood, stone, plant fibers and feathers found in bird nests on the ground. \n\nOnce you have the ingredients, access the Basics category of the Crafting window. Craft a Wooden Bow and ",,,,
"quest_BasicSurvival5_subtitle","","Quest Info","Reordered","СДЕЛАТЬ ДЕРЕВЯННУЮ ДУБИНУ",,,,
"quest_BasicSurvival6","","Quest Info","Reordered","ОСНОВЫ ВЫЖИВАНИЯ 6/8",,,,
"quest_BasicSurvival6_description","","Quest Info","Reordered","ТЕПЕРЬ У ВАС ЕСТЬ ОРУЖИЕ БЛИЖНЕГО БОЯ, НО ВЫ ТАКЖЕ МОЖЕТЕ ИСПОЛЬЗОВАТЬ И ОРУЖИЕ ДАЛЬНЕГО БОЯ. СОБЕРИТЕ ДРЕВЕСИНУ, КАМЕНЬ, РАСТИТЕЛЬНЫЕ ВОЛОКНА И НАЙДИТЕ ПЕРЬЯ В ГНЁЗДАХ НА ЗЕМЛЕ. ПОСЛЕ ТОГО, КАК СОБЕРЁТЕ ВСЕ ИНГРЕДИЕНТЫ, ОТКРОЙТЕ РАЗДЕЛ «ОСНОВНОЕ» В ОК",,,,
"quest_BasicSurvival6_description_button_console","","Quest Info","KeyCon KgNone","Gather wood and Craft {0} Wooden Frames from the Basics category of the Crafting window. \n\nFrom your Inventory, Select {1} and Equip {2} the Wooden Frames. Place Wooden Frames in the world with {3}. With extra wood in your inventory you can use {4} with",,,,
"quest_BasicSurvival6_description_console","","Quest Info","KeyCon KgNone","Gather wood and Craft Wooden Frames from the Basics category of the Crafting window. \n\nPlace Wooden Frames in the world by equipping them and using the secondary action. Upgrade them with a Stone Axe using the secondary action while you have extra wood ",,,,
"quest_BasicSurvival6_subtitle","","Quest Info","Reordered","СДЕЛАТЬ ЛУК И СТРЕЛЫ",,,,
"quest_BasicSurvival7","","Quest Info","Reordered","ОСНОВЫ ВЫЖИВАНИЯ 7/8",,,,
"quest_BasicSurvival7_description","","Quest Info","Reordered","СОБЕРИТЕ ДРЕВЕСИНУ И ИЗГОТОВЬТЕ ДЕРЕВЯННЫЕ КАРКАСЫ В РАЗДЕЛЕ «ОСНОВНОЕ» ОКНА «РЕМЕСЛО». РАЗМЕСТИТЕ ДЕРЕВЯННЫЕ КАРКАСЫ НА ЗЕМЛЕ, ЭКИПИРОВАВ ИХ И ИСПОЛЬЗУЯ КЛАВИШУ ВТОРИЧНОГО ДЕЙСТВИЯ. УЛУЧШИТЕ ИХ С ПОМОЩЬЮ КАМЕННОГО ТОПОРА, ИСПОЛЬЗУЯ КЛАВИШУ ВТОРИЧНОГО ",,,,
"quest_BasicSurvival7_description_button_console","","Quest Info","KeyCon KgNone","Gather plant fibers and Craft {0} a Bedroll from the Basics category of the Crafting window. Select {1} and Equip {2} the Bedroll. \n\nPlace the Bedroll in the world with {3}. Once placed a Bed Icon will appear on your Compass, and in your Map menu. This ",,,,
"quest_BasicSurvival7_description_console","","Quest Info","KeyCon KgNone","Gather plant fibers and Craft a Bedroll from the Basics category of the Crafting window. \n\nPlace the Bedroll in the world by equipping it and using the secondary action. Once placed a Bed Icon will appear on your Compass, and in your Map menu. This will",,,,
"quest_BasicSurvival7_subtitle","","Quest Info","Reordered","ЗАКЛАДКА БАЗЫ",,,,
"quest_BasicSurvival8","","Quest Info","KgNone","ОСНОВЫ ВЫЖИВАНИЯ 8/8",,,,
"quest_BasicSurvival8_description","","Quest Info","KgNone","СОБЕРИТЕ МАЛЕНЬКИЕ КАМНИ И СДЕЛАЙТЕ КОСТЁР В РАЗДЕЛЕ ОСНОВНОЕ ОКНА РЕМЕСЛО. ЭКИПИРУЙТЕ КОСТЁР И РАЗМЕСТИТЕ ЕГО В УДОБНОМ ДЛЯ ВАС МЕСТЕ, ИСПОЛЬЗУЯ КЛАВИШУ ВТОРИЧНОГО ДЕЙСТВИЯ. ПОСЛЕ РАЗМЕЩЕНИЯ ВЫ СМОЖЕТЕ ИСПОЛЬЗОВАТЬ КОСТЁР, ЧТОБЫ СОГРЕТЬСЯ ИЛИ ДЛЯ ПРИГ",,,,
"quest_BasicSurvival8_description_button_console","","Quest Info","KeyCon KgNone","Gather small stones and Craft {0} a Campfire from the Basics category of the Crafting window. Select {1} and Equip {2} the Campfire, then place it in the world with {3}. \n\nOnce placed you can use the campfire to warm yourself or cook.",,,,
"quest_BasicSurvival8_description_console","","Quest Info","KeyCon KgNone","Gather small stones and Craft a Campfire from the Basics category of the Crafting window. Equip the Campfire and place it in the world using the secondary action. \n\nOnce placed you can use the campfire to warm yourself or cook.",,,,
"quest_BasicSurvival8_subtitle","","Quest Info","KgNone","РАЗЖЕЧЬ КОСТЁР",,,,
"quest_WhiteRiverCitizen","","Quest Info","KgNone","ГРАЖДАНИН «БЕЛАЯ РЕКА»",,,,
"quest_WhiteRiverCitizen1","","Quest Info","KgNone","ГРАЖДАНИН «БЕЛАЯ РЕКА» 1/1",,,,
"quest_WhiteRiverCitizen1_description","","Quest Info","KgNone","ХОРОШАЯ РАБОТА, ВЫЖИВШИЙ, ВЫ ДОКАЗАЛИ, ЧТО ОБЛАДАЕТЕ БОЛЬШИМ ПОТЕНЦИАЛОМ. МЫ ОТМЕТИЛИ НА ВАШЕЙ КАРТЕ РАСПОЛОЖЕНИЕ БЛИЖАЙШЕГО АВАНПОСТА «БЕЛАЯ РЕКА». ТАМ ВЫ НАЙДЁТЕ ТОРГОВЦА, У КОТОРОГО СМОЖЕТЕ КУПИТЬ ИЛИ ПРОДАТЬ ТОВАРЫ И ЗАИМЕТЬ ТОРГОВУЮ ИСТОРИЮ С ОДН",,,,
"quest_WhiteRiverCitizen1_subtitle","","Quest Info","KgNone","ПУТЬ ДО ПОСЕЛЕНИЯ",,,,
"tutorialTipQuest01_console","","Quest Info","KeyCon KgNone","Dear Friend,\nThe wasteland can be an unforgiving place, and you look like you could use some help. Enclosed is a short guide to help you survive. If you complete it, we just might take in a new citizen. The White River Settlement, it's real and it's safe",,,,
"requirementGroupFireaxe","","Requirement Group","KgNone","ИМЕТЬ ПОЖАРНЫЙ ТОПОР",,,,
"requirementGroupShotgun","","Requirement Group","KgNone","ИМЕТЬ ДРОБОВИК",,,,
"treasure_claude","","","KgNone","КАРТА СОКРОВИЩ КЛОДА",,,,
"treasure_jennifer","","","KgNone","КАРТА СОКРОВИЩ ДЖЕННИФЕРА",,,,
"treasure_nickole","","","KgNone","КАРТА СОКРОВИЩ НИКОЛЯ",,,,
"treasure_raphael","","","KgNone","КАРТА СОКРОВИЩ РАФАЭЛЯ",,,,
"treasure_sarah","","","KgNone","КАРТА СОКРОВИЩ САРЫ",,,,
"treasure_stephan","","","KgNone","КАРТА СОКРОВИЩ СТЕФАНА",,,,
"treasure_taylor","","","KgNone","КАРТА СОКРОВИЩ ТЕЙЛОРА",,,,
quest_WhiteRiverCitizen1_description_title,,Popup Tip,,"Гражданин «Белой реки»"
challenge_blitzdefense,,Challenge Info,,"Блиц обороны"
challenge_blitzdefense_offer,,Challenge Info,,"Эй, зомбячья еда,\nЕсли ты нашёл эту записку, то знай, мы наблюдаем за тобой. Ты зашёл настолько далеко, поэтому, наверное, ты не так уж и бесполезен. Мы могли бы рассмотреть твою кандидатуру, если ты завершишь это испытание.\n\nСумашедший Д\n\nИспытание: Убить несколько зомби-футболистов"
challenge_blitzdefense_subtitle,,Challenge Info,,"Убить несколько зомби-футболистов"
challenge_givemeaz,,Challenge Info,,"Вручите мне Z"
challenge_givemeaz_offer,,Challenge Info,,"Эй, засранец,\nНе случайно нашёл эту записку. Мы наблюдали за тобой несколько дней и пришли к выводу, что ты - пустая трата кислорода. Но, возможно, если ты покажешь себя, завершив это испытание, мы сможем найти тебе применение.\n\nДжейк, «Король безумцев»\n\nИспытание: Убить зобми-болельщиц"
challenge_givemeaz_subtitle,,Challenge Info,,"Убить несколько зобми-болельщиц"
challenge_dishonorabledischarge,,Challenge Info,,"Бесчестное увольнение"
challenge_dishonorabledischarge_offer,,Challenge Info,,"Идиот, взбаламутивший всех зомби,\nМы продолжаем делать ставки на то, сколько ты ещё протянешь... ты нас удивил. Есть парочку надоедливых зомби, с которым мы хотим чтобы ты разобрался. Возможно, если ты выживешь, мы поговорим о том, что ты ещё сможешь для нас сделать.\n\nСумашедший Д\n\nИспытание: Убить несколько зомби-солдат"
challenge_dishonorabledischarge_subtitle,,Challenge Info,,"Убить зомби-солдат"
challenge_cableguysnevermadeit,,Challenge Info,,"Кабельщики не добрались"
challenge_cableguysnevermadeit_offer,,Challenge Info,,"Дорой, тупица,\nЯ уверен, что ты занят своей жалкой попыткой выжить. Но у меня есть предложение, заверши это задание и ты сможешь присоединиться к самой сумасшедшей банде в Навезгане. Или ты можешь попытаться выжить в одиночку.\n\n«Вставь Ф в безумие» Джейк\n\nИспытание: Убить несколько подсобных зомби-рабочих"
challenge_cableguysnevermadeit_subtitle,,Challenge Info,,"Убить несколько подсобных зомби-рабочих"
ObjectiveStayWithin_keyword,,Keywords,,"Не выходить за пределы"
challenge_starvingtourists,,Challenge Info,,"Голодающие туристы"
challenge_starvingtourists_offer,,Challenge Info,,"Путник,\nТот факт, что ты читаешь эту записку, не случайность. Мои парни уже давно наблюдают за тобой, и мы всегда ищем новобранцев, которые всё ещё на живой стороне дела. Но прежде чем мы кинемся в объятия, мы хотим, чтобы ты сделал одно дельце, чтобы увидеть, из чего ты сделан.\n\nОни зовут меня - Сумасшедший Джейк\n\nИспытание: Убить несколько беспокойных туристов."
challenge_starvingtourists_subtitle,,Challenge Info,,"Убить несколько беспокойных туристов"
dialog_trader_statement_start,,Dialogs,New,"Привет, друг, чем я могу тебе помочь?"
dialog_trader_statement_background,,Dialogs,New,"О чем бы ты хотели узнать?"
dialog_trader_statement_navezgane,,Dialogs,New,"Навезган штата Аризона один из последнего настоящего Эдема на земле, где сельскохозяйственные культуры всё ещё могут расти, который в основном является территорией резервации индейцев апачи."
dialog_trader_statement_theduke,,Dialogs,New,"Самым могущественным человеком в Навезгане до войны был амбициозный, криво коренной американец апачского происхождения по имени Дюк Кассадор, что означает воин и вождь у апачей."
dialog_trader_statement_cassadores,,Dialogs,New,"Личная банда наёмников Дюка."
dialog_trader_statement_noah,,Dialogs,New,"Основатель форпостов поселения «Белая река», Ной Уайт, не склонился перед Дюком и теперь в бегах от Кассадоров."
dialog_trader_statement_currentjobs,,Dialogs,New,"Какая из имеющейся работы тебе под силу?"
dialog_trader_statement_nojobs,,Dialogs,New,"У меня сейчас нет работы."
dialog_trader_statement_admin,,Dialogs,New,"Параметры админа"
dialog_trader_response_shop,,Dialogs,New,"Могу я взглянуть на товары?"
dialog_trader_response_jobsnone,,Dialogs,New,"Есть работёнка?"
dialog_trader_response_jobshave,,Dialogs,New,"Есть работёнка?"
dialog_trader_response_background,,Dialogs,New,"Могу я задать пару вопросов?"
dialog_trader_response_navezgane,,Dialogs,New,"Навезган?"
dialog_trader_response_theduke,,Dialogs,New,"Дюк?"
dialog_trader_response_cassadores,,Dialogs,New,"Кассадоры?"
dialog_trader_response_noah,,Dialogs,New,"Ной Уайт?"
dialog_trader_response_whiteriveroutposts,,Dialogs,New,"Белая река?"
dialog_trader_response_nevermind,,Dialogs,New,"Ничего."
dialog_trader_response_admin,,Dialogs,New,"Параметры админа"
dialog_trader_response_restock,,Dialogs,New,"Пополнение запасов"
dialog_trader_response_resetquests,,Dialogs,New,"Сброс заданий"
quest_tier1_clear,,Quest Info,New,"Уровень 1: Зачистка"
quest_tier2_clear,,Quest Info,New,"Уровень 2: Зачистка"
quest_tier3_clear,,Quest Info,New,"Уровень 3: Зачистка"
quest_tier4_clear,,Quest Info,New,"Уровень 4: Зачистка"
quest_tier5_clear,,Quest Info,New,"Уровень 5: Зачистка"
quest_tier6_clear,,Quest Info,New,"Уровень 6: Зачистка"
quest_tier1_fetch,,Quest Info,New,"Уровень 1: Возврат"
quest_tier2_fetch,,Quest Info,New,"Уровень 2: Возврат"
quest_tier3_fetch,,Quest Info,New,"Уровень 3: Возврат"
quest_tier4_fetch,,Quest Info,New,"Уровень 4: Возврат"
quest_tier5_fetch,,Quest Info,New,"Уровень 5: Возврат"
quest_tier6_fetch,,Quest Info,New,"Уровень 6: Возврат"
quest_tier2_hidden_cache,,Quest Info,New,"Уровень 2: Тайник"
quest_tier3_hidden_cache,,Quest Info,New,"Уровень 3: Тайник"
quest_tier4_hidden_cache,,Quest Info,New,"Уровень 4: Тайник"
quest_tier5_hidden_cache,,Quest Info,New,"Уровень 5: Тайник"
quest_tier6_hidden_cache,,Quest Info,New,"Уровень 6: Тайник"
quest_tier2_fetch_clear,,Quest Info,New,"Уровень 2: Возврат / Зачистка"
quest_tier3_fetch_clear,,Quest Info,New,"Уровень 3: Возврат / Зачистка"
quest_tier4_fetch_clear,,Quest Info,New,"Уровень 4: Возврат / Зачистка"
quest_tier5_fetch_clear,,Quest Info,New,"Уровень 5: Возврат / Зачистка"
quest_tier6_fetch_clear,,Quest Info,New,"Уровень 6: Возврат / Зачистка"
quest_tier3_hidden_clear,,Quest Info,New,"Уровень 3: Тайник / Зачистка"
quest_tier4_hidden_clear,,Quest Info,New,"Уровень 4: Тайник / Зачистка"
quest_tier5_hidden_clear,,Quest Info,New,"Уровень 5: Тайник / Зачистка"
quest_tier6_hidden_clear,,Quest Info,New,"Уровень 6: Тайник / Зачистка"
quest_tier1_buried_supplies,,Quest Info,New,"Уровень 1: Зарытые припасы"
"quest_clear_subtitle","","Quest Info","New","Отчистить область",,,,
"quest_fetch_subtitle","","Quest Info","New","Вернуть припасы",,,,
quest_hidden_cache_subtitle,,Quest Info,New,"Найти припасы"
quest_fetch_clear_subtitle,,Quest Info,New,"Зачистить область и вернуть припасы"
quest_hidden_clear_subtitle,,Quest Info,New,"Зачистить область и найти припасы"
quest_buried_supplies_subtitle,,Quest Info,New,"Найти зарытые припасы"
quest_clear_description,,Quest Info,New,"Доберись до [DECEA3]{poi.name}[-] и зачисти от зомби. Это место может быть полезным для нашего дело."
quest_fetch_description,,Quest Info,New,"Доберись до [DECEA3]{poi.name}[-] и верни груз. Будь осторожен, мы не знаем, что там."
quest_hidden_cache_description,,Quest Info,New,"Доберись до [DECEA3]{poi.name}[-] и найди спрятанный груз. Действуй с осторожностью, наши парни сообщили, что видели зомби в этой области."
quest_fetch_clear_description,,Quest Info,New,"Доберись до [DECEA3]{poi.name}[-]. Убей всех зомби и верни груз."
quest_hidden_clear_description,,Quest Info,New,"Доберись до [DECEA3]{poi.name}[-]. Избавься ото всех зомби и верни спрятанный груз."
quest_buried_supplies_description,,Quest Info,New,"Доберись до отмеченного места и выкопай зарытые припасы. Отмеченное местоположение может быть не совсем точным. Как только найдёшь, забери припасы, а остальное оставь себе."
quest_treasure_description,,Quest Info,New,"Доберись до отмеченного места и выкопай зарытый клад. Отмеченное местоположение может быть не совсем точным. Удачи в поисках сокровищ!"
quest_clear_statement,,Quest Info,New,"Зачисти область от зомби."
quest_fetch_statement,,Quest Info,New,"Верни груз."
quest_hidden_cache_statement,,Quest Info,New,"Найди пропавший груз."
quest_fetch_clear_statement,,Quest Info,New,"Верни груз и уничтожь зомби."
quest_hidden_clear_statement,,Quest Info,New,"Найди груз и зачисти от зомби."
quest_buried_supplies_statement,,Quest Info,New,"Найди зарытые припасы."
quest_clear_response,,Quest Info,New,"Зачистка от зомби ([DECEA3]{poi.distance}[-])"
quest_fetch_response,,Quest Info,New,"Возврат ([DECEA3]{poi.distance}[-])"
quest_hidden_cache_response,,Quest Info,New,"Тайник ([DECEA3]{poi.distance}[-])"
quest_fetch_clear_response,,Quest Info,New,"Возврат / Зачистка ([DECEA3]{poi.distance}[-])"
quest_hidden_clear_response,,Quest Info,New,"Тайник и зачистка ([DECEA3]{poi.distance}[-])"
quest_buried_supplies_response,,Quest Info,New,"Зарытые припасы ([DECEA3]{treasure.distance}[-])"
quest_clear_completion,,Quest Info,New,"Что ж, будь я проклят. Тебе действительно удалось выжить там. Спасибо, что убил всех зомби. Вот обещанное. "
quest_fetch_completion,,Quest Info,New,"Что ж, будь я проклят. Тебе действительно удалось выжить там. Спасибо, что вернул припасы. Вот обещанное."
quest_hidden_cache_completion,,Quest Info,New,"Что ж, будь я проклят. Тебе действительно удалось выжить там. Спасибо, что нашёл тайник. Вот обещанное."
quest_fetch_clear_completion,,Quest Info,New,"Что ж, будь я проклят. Тебе действительно удалось выжить там. Спасибо, что убил всех зомби и вернул припасы. Вот обещанное."
quest_hidden_clear_completion,,Quest Info,New,"Что ж, будь я проклят. Тебе действительно удалось выжить там. Спасибо, что убил всех зомби и нашёл тайник. Вот обещанное."
quest_buried_supplies_completion,,Quest Info,New,"Что ж, будь я проклят. Тебе действительно удалось выжить там. Спасибо, что выкопал припасы. Вот обещанное."
"quest_tier1_clear_offer","","Quest Info","New","Пойди, докажи, что у тебя есть то, что нужно, чтобы стать частью общества Белой Реки. Нам нужно, чтобы ты зачистил территорию от зомби в [DECEA3]{poi.name}[-].",,,,
"quest_tier2_clear_offer","","Quest Info","New","Ты готов к большему, да? Правда, это будет немного сложнее, но я уверен, что ты справишься. Убей всех зомби в [DECEA3]{poi.name}[-].",,,,
"quest_tier3_clear_offer","","Quest Info","New","Ты проделал отличную работу на последней зачистке, но следующее задание может быть немного сложнее. Я уверен, ты справишься . Иди и уничтожь зомби в [DECEA3]{poi.name}[-].",,,,
"quest_tier4_clear_offer","","Quest Info","New","Ты знаешь, что делать. Убей всех зомби в [DECEA3]{poi.name}[-].",,,,
"quest_tier5_clear_offer","","Quest Info","New","Это очень важно для нашего общества, поэтому я решил отправить лучшего человека на это задание, к сожалению, он не может, поэтому мне придется отправить тебя вместо него. Иди и убей зомби в [DECEA3]{poi.name}[-].",,,,
"quest_tier6_clear_offer","","Quest Info","New","Это очень сложное задание, но я знаю, что могу рассчитывать на тебя. Расправься с зомби в [DECEA3]{poi.name}[-]. Удачи.",,,,
"quest_tier1_fetch_offer","","Quest Info","New","Один из наших оперативников спрятал груз в [DECEA3]{poi.name}[-]. Иди, возьми груз и верни его мне.",,,,
"quest_tier2_fetch_offer","","Quest Info","New","Мои люди столкнулись с трудностями и спрятали свои припасы в [DECEA3]{poi.name}[-]. Пойди, возьми их и верни мне.",,,,
"quest_tier3_fetch_offer","","Quest Info","New","Парни оставили свой груз в [DECEA3]{poi.name}[-]. Я был бы признателен, если бы ты помог вернуть его мне.",,,,
"quest_tier4_fetch_offer","","Quest Info","New","На одном из наших аванпостов оставили припасы в [DECEA3]{poi.name}[-]. Я вознагражу тебя, если ты сможешь вернуть их мне.",,,,
"quest_tier5_fetch_offer","","Quest Info","New","Наши парни пропали без вести в [DECEA3]{poi.name}[-]. Я опасаюсь худшего, но также нуждаюсь в поставках. Можешь ли ты позаботиться об этом для меня?",,,,
"quest_tier6_fetch_offer","","Quest Info","New","Мы получили информацию о припасах, оставленных в [DECEA3]{poi.name}[-]. Это будет самое сложное задание, которое мы тебе отправляли. Принеси домой бекон, мы рассчитываем на тебя.",,,,
"quest_tier2_hidden_cache_offer","","Quest Info","New","Наши оперативники заметили одного из подчиненных Кассадора, спрятавшего груз в [DECEA3]{poi.name}[-]. Найди груз и верни его мне.",,,,
"quest_tier3_hidden_cache_offer","","Quest Info","New","Мы узнали, что один из людей Дюка спрятал груз в [DECEA3]{poi.name}[-]. Я был бы признателен, если бы ты помог вернуть его мне.",,,,
"quest_tier4_hidden_cache_offer","","Quest Info","New","Люди Дюка украли наш груз и спрятали его [DECEA3]{poi.name}[-]. Я вознагражу тебя, если ты его вернешь.",,,,
"quest_tier5_hidden_cache_offer","","Quest Info","New","Наши люди пропали без вести, пытаясь защитить украденный груз в [DECEA3]{poi.name}[-]. Нам очень жаль, но мы нуждаемся в нем. Не мог бы ты разобраться с этим?",,,,
"quest_tier6_hidden_cache_offer","","Quest Info","New","У нас есть наводка на груз Дюка, который спрятан в [DECEA3]{poi.name}[-]. Это будет сложновато, но мы действительно рассчитываем на тебя. Удачи.",,,,
"quest_tier2_fetch_clear_offer","","Quest Info","New","Один из наших должен был оставить груз в [DECEA3]{poi.name}[-]. Убей зомби и доставь груз.",,,,
"quest_tier3_fetch_clear_offer","","Quest Info","New","Наш человек оставил груз во время побега от зомби. Он сказал мне, где именно найти его [DECEA3]{poi.name}[-]. Убей зомби,забери ништяки и дуй к нам.",,,,
"quest_tier4_fetch_clear_offer","","Quest Info","New","Нам нужно получить наш груз [DECEA3]{poi.name}[-]. Мы знаем, где он. Убей зомби и забери его.",,,,
"quest_tier5_fetch_clear_offer","","Quest Info","New","Это будет непростая задача, но я уверен, что ты справишься с этим. Один из наших товарищей спрятал груз в [DECEA3]{poi.name}[-]. Мы знаем, где он находится. Нам просто нужно, чтобы ты убил зомби и вернулся с грузом.",,,,
"quest_tier6_fetch_clear_offer","","Quest Info","New","Один из наших братьев попал в засаду и должен был оставить важный груз в [DECEA3]{poi.name}[-]. Это будет невероятно трудная задача. Возможно, вам захочется взять с собой друзей. Убейте всех зомби и возьмите груз.",,,,
"quest_tier3_hidden_clear_offer","","Quest Info","New","Один из наших выкрал у Дюка предметы, которые нам очень нужны, и спрятал их в [DECEA3]{poi.name}[-]. Убей зомби и найди эти предметы.",,,,
"quest_tier4_hidden_clear_offer","","Quest Info","New","Мы получили информацию о том, что один из людей Кассадора спрятал груз в [DECEA3]{poi.name}[-]. Убей зомби и найди груз.",,,,
"quest_tier5_hidden_clear_offer","","Quest Info","New","Это будет непросто. Мы отследили одного из парней Дюка [DECEA3]{poi.name}[-] и знаешь,а ведь у них ценный груз. Убей зомби и принеси нам груз.",,,,
"quest_tier6_hidden_clear_offer","","Quest Info","New","Кто-то говорит,что это задание невыполнимо,но они просто не видели тебя в действии. Мы уверены,что груз Дюка именно там [DECEA3]{poi.name}[-]. Ты должен найти груз,попутно перерезая глотки зомби.",,,,
"quest_tier1_buried_supplies_offer","","Quest Info","New","Один из моих курьеров работал с парнем Кассадора. Но он упустил его,однако там остался груз. Меня интересует только наша доля, остальное можешь забрать. Только будь повнимательнее, так как не все так гладко.",,,,
"quest_tier1_complete","","Quest Info","New","Квест 1 завершен",,,,
"quest_tier2_complete","","Quest Info","New","Квест 2 завершен",,,,
"quest_tier3_complete","","Quest Info","New","Квест 3 завершен",,,,
"quest_tier4_complete","","Quest Info","New","Квест 4 завершен",,,,
"quest_tier5_complete","","Quest Info","New","Квест 5 завершен",,,,-
"quest_tier6_complete","","Quest Info","New","Квест 6 завершен",,,,
"quest_tier1_complete_description","","Quest Info","New","Вы награждены за выполнение [DECEA3]2[-] квеста.",,,,
"quest_tier2_complete_description","","Quest Info","New","Вы награждены за выполнение [DECEA3]3[-] квеста.",,,,
"quest_tier3_complete_description","","Quest Info","New","Вы награждены за выполнение [DECEA3]4[-] квеста.",,,,
"quest_tier4_complete_description","","Quest Info","New","Вы награждены за выполнение [DECEA3]5[-] квеста.",,,,
"quest_tier5_complete_description","","Quest Info","New","Вы награждены за выполнение [DECEA3]6[-] квеста.",,,,
"quest_tier6_complete_description","","Quest Info","New","Специальная награда за выполнение всех квестов.",,,,
"quest_tier_complete_competion","","Quest Info","New","Благодарю тебя за выполнение моих задач. Можешь забрать отсюда свое вознаграждение. Возвращайся, и я найду для тебя более сложные задания, за которые ты получишь намного больше .",,,,
"quest_tier6_complete_competion","","Quest Info","New","Благодарю тебя за выполнение моих задач. Можешь забрать отсюда свое вознаграждение. Пока у нас для тебя нет заданий.",,,,
