"Key","Source","Context","Changes","English"
"resourceBioFuelDesc","items","Item","KgNone","Biofuel is made at the campfire and can be used to make gasoline."
"resourceBrokenGlass","items","Item","KgNone","Broken Glass"
"resourceBrokenGlassDesc","items","Item","KgNone","Broken glass can be smelted into glass at the forge or used to end it all if the apocalypse is just too much for you."
"resourceBulletCasing","items","Item","KgNone","Bullet Casing"
"resourceBulletCasingDesc","items","Item","KgNone","Bullet casings can be crafted at the forge and are used to craft firearm ammunition."
"resourceBulletCasingSteel","items","Item","New","Bullet Casing, Steel"
"resourceBulletCasingSteelDesc","items","Item","New","Steel bullet casings are cheaper but cause more wear on the barrel."
"resourceBulletTip","items","Item","KgNone","Bullet Tip"
"resourceBulletTipDesc","items","Item","KgNone","Bullet tips can be crafted at the forge and are used to craft firearm ammunition."
"resourceCandleStick","items","Item","KgNone","Brass Candlestick"
"resourceCandleStickDesc","items","Item","KgNone","Brass objects can be scrapped into scrap brass in your backpack or smelted in a forge as a core resource."
"resourceCandyTin","items","Item","KgNone","Candy Tin Can"
"resourceCandyTinDesc","items","Item","KgNone","Grandma's candy tin. Good for scrapping or a perfect casing for a yummy home cooked land mine!"
"resourceCement","items","Item","KgNone","Cement"
"resourceCementDesc","items","Item","EnChanged GrChanged","Cement is used to craft concrete mix. This requires a cement mixer."
"resourceClayLump","items","Item","EnChanged","Clay Soil"
"resourceClayLumpDesc","items","Item","EnChanged","Clay Soil or Loam is a key resource for forging and farming and can be harvested from the top soil of nearly every biome."
"resourceCloth","items","Item","KgNone","Cloth Fragment"
"resourceClothDesc","items","Item","KgNone","Cloth is a staple for survival used for clothing, bandages and more."
"resourceCoal","items","Item","KgNone","Lump of Coal"
"resourceCoalDesc","items","Item","EnChanged","A great fuel source and a core ingredient for gunpowder."
"resourceCobblestones","items","Item","KgNone","Cobblestone Rocks"
"resourceCobblestonesDesc","items","Item","EnChanged","Cobblestone rocks can be used to build surprisingly sturdy flagstone and cobblestone structures."
"resourceConcreteMix","items","Item","KgNone","Concrete Mix"
"resourceConcreteMixDesc","items","Item","EnChanged","Can be used as a resource to upgrade rebar frames, cobblestone or brick into solid concrete walls or to craft concrete blocks in a cement mixer."
"resourceCrushedSand","items","Item","KgNone","Crushed Sand"
"resourceCrushedSandDesc","items","Item","KgNone","Crushed sand is a core resource that can be smelted in the forge to make glass and used to craft items."
"resourceDoorKnob","items","Item","KgNone","Brass Doorknob"
"resourceDoorKnobDesc","items","Item","KgNone","Brass objects can be scrapped into scrap brass in your backpack or smelted in a forge as a core resource."
"resourceDuctTape","items","Item","KgNone","Duct Tape"
"resourceDuctTapeDesc","items","Item","KgNone","Duct tape is useful for making many things & according to Madmole MacDyver a must have resource for making the cooler stuff."
"resourceElectricParts","items","Item","New","Electrical Parts"
"resourceElectricPartsDesc","items","Item","New","Wires, switches, screw joints..."
"resourceElectronicParts","items","Item","New","Electronic Components"
"resourceElectronicPartsDesc","items","Item","New","Resistors, capacitors, the odd microchip or bits of circuit boards..."
"resourceFeather","items","Item","KgNone","Feather"
"resourceFeatherDesc","items","Item","KgNone","Feathers are primarily found in bird nests & on chickens. They can be used to craft arrows and crossbow bolts."
"resourceFemur","items","Item","KgNone","Large Bone"
"resourceFemurDesc","items","Item","KgNone","A rather ordinary femur. It could be useful."
"resourceFishingWeight","items","Item","KgNone","Lead Fishing Weight"
"resourceFishingWeightDesc","items","Item","KgNone","Lead objects can be scrapped into scrap lead in your backpack or smelted in a forge as a core resource."
"resourceForgedIron","items","Item","KgNone","Forged Iron"
"resourceForgedIronDesc","items","Item","KgNone","Can be crafted at the forge and be used to craft, repair and upgrade a variety of things."
"resourceForgedSteel","items","Item","KgNone","Forged Steel"
"resourceForgedSteelDesc","items","Item","KgNone","Can be crafted at the forge after buying the Steel perk and can be used to make some of the strongest items."
"resourceGlue","items","Item","KgNone","Glue"
"resourceGlueDesc","items","Item","KgNone","Glue is useful for making your own duct tape."
"resourceGoldNugget","items","Item","New","Gold Nugget"
"resourceGunPowder","items","Item","KgNone","Gun Powder"
"resourceGunPowderDesc","items","Item","KgNone","Gun powder made from coal and nitrate can be used to make your own ammo and explosives."
"resourceHeadlight","items","Item","KgNone","Headlight"
"resourceHeadlightDesc","items","Item","KgNone","A headlight is useful for creating a vehicle and lighting."
"resourceHubcap","items","Item","KgNone","Hub Cap"
"resourceHubcapDesc","items","Item","KgNone","An old hubcap can be used as part of a recipe to make a homemade landmine. It's great to be a gearhead."
"resourceInsulator","items","Item","New","Insulator"
"resourceInsulatorDesc","items","Item","New","Used to build electrical devices."
"resourceIronFragment","items","Item","EnChanged KgNone","Raw Iron"
"resourceIronFragmentDesc","items","Item","EnChanged KgNone","Raw iron should be smelted in a forge but can also be scrapped at a loss."
"resourceLeather","items","Item","KgNone","Leather"
"resourceLeatherDesc","items","Item","EnChanged","Leather can be used to make a variety of things including clothing, crossbows and bellows for a forge."
"resourceMechanicalParts","items","Item","New","Mechanical Parts"
"resourceMechanicalPartsDesc","items","Item","New","Small parts like sprockets, nuts and bolts."
"resourceMetalPipe","items","Item","KgNone","Short Iron Pipe"
"resourceMetalPipeDesc","items","Item","KgNone","A rather ordinary short iron pipe. Can be used in a variety of recipes."
"resourceMilitaryFiber","items","Item","KgNone","Military Fiber"
"resourceMilitaryFiberDesc","items","Item","KgNone","Military grade synthetic fibers are used to repair military armor. (ballistic armor to be accurate)"
"resourceNail","items","Item","KgNone","Nails"
"resourceNailDesc","items","Item","KgNone","Nails are used to build furniture, large storage crates and as ammo for the nail gun."
"resourceOil","items","Item","KgNone","Oil"
"resourceOilDesc","items","Item","KgNone","Oil is a key ingredient for crafting repair kits."
"resourceOilShale","items","Item","KgNone","Oil Shale"
"resourceOilShaleDesc","items","Item","EnChanged","Oil shale can be found in the desert and crafted into gas at a chemistry station."
"resourcePaint","items","Item","New","Paint"
"resourcePaintDesc","items","Item","New","Use a paint brush to paint building blocks. You can find books to learn new patterns."
"resourcePaper","items","Item","KgNone","Paper"
"resourcePaperDesc","items","Item","KgNone","Paper can be used with other ingredients to make shotgun ammo, blunderbuss ammo, TNT and more."
"resourcePotassiumNitratePowder","items","Item","KgNone","Nitrate Powder"
"resourcePotassiumNitratePowderDesc","items","Item","EnChanged","Hey captain caveman! Nitrate has many uses in crafting such as making gunpowder. Cave stalagmites are rich in it."
"resourceRadiator","items","Item","KgNone","Brass Car Radiator"
"resourceRadiatorDesc","items","Item","KgNone","Brass objects can be scrapped into scrap brass in your backpack or smelted in a forge as a core resource."
"resourceRawDiamond","items","Item","New","Raw Diamond"
"resourceRepairKit","items","Item","KgNone","Repair Kit"
"resourceRepairKitDesc","items","Item","KgNone","Repair kits are used to repair guns, motorized tools, vehicles and more."
"resourceRocketCasing","items","Item","KgNone","Rocket Casing"
"resourceRocketCasingDesc","items","Item","KgNone","A rocket casing is used to make ammo for the rocket launcher."
"resourceRocketTip","items","Item","KgNone","Rocket Tip"
"resourceRocketTipDesc","items","Item","KgNone","A rocket tip is used to make ammo for the rocket launcher."
"resourceRockSmall","items","Item","KgNone","Small Stone"
"resourceRockSmallDesc","items","Item","KgNone","Used in many recipes including stone axes, campfires & arrows. Can be thrown to distract zombies & are a core forging resource."
"resourceScrapBrass","items","Item","KgNone","Brass"
"resourceScrapBrassDesc","items","Item","KgNone","A core resource for forging that can be used to make ammo casings in the forge."
"resourceScrapIron","items","Item","KgNone","Iron"
"resourceScrapIronDesc","items","Item","KgNone","A core resource for crafting, forging, repairing & upgrading walls. Next to wood there's nothing more useful."
"resourceScrapLead","items","Item","KgNone","Lead"
"resourceScrapLeadDesc","items","Item","KgNone","A core resource for forging can be used to make bullet tips and more in the forge."
"resourceScrapPolymers","items","Item","New","Scrap Polymers"
"resourceScrapPolymersDesc","items","Item","New","Bits of rubber and plastics that you may carefully mold into new shapes."
"resourceScrapTungsten","items","Item","KgNone","Tungsten"
"resourceSilverNugget","items","Item","New","Silver Nugget"
"resourceSnowBall","items","Item","New","Snowball"
"resourceSnowBallDesc","items","Item","New","You know what to do! Turn it into first rate drinking water over a campfire, of course."
"resourceSpring","items","Item","KgNone","Spring"
"resourceSpringDesc","items","Item","EnChanged","Springs are great for making furniture, vault doors, hatches and more."
"resourceSteelPolish","items","Item","New","Reinforced Steel Upgrade (deprecated)"
"resourceTallow","items","Item","KgNone","Tallow"
"resourceTallowDesc","items","Item","EnChanged","Tallow can be used for candles and flaming arrows."
"resourceTestosteroneExtract","items","Item","New","Testosterone Extract"
"resourceTestosteroneExtractDesc","items","Item","New","A compound used to create steroids that is harvested from bears."
"resourceTrophy1","items","Item","KgNone","Brass Trophy"
"resourceTrophy1Desc","items","Item","KgNone","Brass objects can be scrapped into scrap brass in your backpack or smelted in a forge as a core resource."
"resourceTrophy2","items","Item","KgNone","Lead Trophy"
"resourceTrophy2Desc","items","Item","KgNone","Lead objects can be scrapped into scrap lead in your backpack or smelted in a forge as a core resource."
"resourceTrophy3","items","Item","KgNone","Tungsten Trophy"
"resourceWood","items","Item","KgNone","Wood"
"resourceWoodDesc","items","Item","KgNone","A piece of wood. Great for building tools and constructing wood frames for building."
"resourceYuccaFibers","items","Item","KgNone","Plant Fibers"
"resourceYuccaFibersDesc","items","Item","EnChanged","Plant fibers are acquired from destroying grass & small plants. Can be used to craft many things and for planting grass using the secondary action."
"toolAndDieSet","items","Item","KgNone","Tool & Die Set"
"toolAndDieSetDesc","items","Item","EnChanged","A tool used in the forge to craft munitions."
"toolAnvil","items","Item","KgNone","Anvil"
"toolAnvilDesc","items","Item","KgNone","A tool used in the forge to unlock recipes."
"toolBeaker","items","Item","KgNone","Beaker"
"toolBeakerDesc","items","Item","KgNone","A cooking utensil used in the campfire to unlock recipes."
"toolBellows","items","Item","KgNone","Bellows"
"toolBellowsDesc","items","Item","EnChanged","Bellows made with wood, leather and pipes are needed to make a forge."
"toolCalipers","items","Item","KgNone","Calipers"
"toolCalipersDesc","items","Item","KgNone","A tool used in the forge to unlock recipes."
"toolCookingGrill","items","Item","KgNone","Cooking Grill"
"toolCookingGrillDesc","items","Item","KgNone","A cooking utensil used in the campfire to unlock recipes."
"toolForgeCrucible","items","Item","New","Crucible"
"toolForgeCrucibleDesc","items","Item","New","A crucible upgrade is required to craft steel bars and bulletproof glass in a forge. Learn the recipe by buying the Hammer & Forge perk."
"drugAntibiotics","items","Medical","KgNone","Antibiotics"
"drugAntibioticsDesc","items","Medical","KgNone","Antibiotics can cure infections, dysentery, food poisoning and pneumonia but have considerable side-effects.\n(Not an instant cure)\n\nCan be crafted in a beaker at a campfire."
"drugBluePill","items","Medical","New","Blue Pill"
"drugBluePillDesc","items","Medical","New","Dev item, used for testing and prefab building"
"drugFortBites","items","Medical","New","Fort Bites"
"drugFortBitesDesc","items","Medical","New","Fort Bites increase your fortitude and give you 50% damage resistance. May cause addiction."
"drugHerbalAntibiotics","items","Medical","KgNone","Herbal Antibiotics"
"drugHerbalAntibioticsDesc","items","Medical","KgNone","Herbal Antibiotics can cure infections, dysentery, food poisoning and pneumonia but have side-effects.\n\nCan be crafted in a cooking pot at a campfire."
"drugPainkillers","items","Medical","EnChanged KgNone","Painkillers"
"drugPainkillersDesc","items","Medical","EnChanged","+40 Health (Instant)\n-10% Damage taken\nImmune to stun\n- 36% Recovery Rate\n\nPainkillers help you shrug off stunning blows and give you a quick boost of health. Like all chems they make you thirsty."
"drugRecog","items","Medical","New","Recog"
"drugRecogDesc","items","Medical","New","An illegal narcotic than enhances perception and increases ranged weapon damage. May cause addiction."
"drugRedPill","items","Medical","New","Red Pill"
"drugRedPillDesc","items","Medical","New","Dev item, mostly to test food effects and clear variable counters."
"drugSteroids","items","Medical","New","Steroids"
"drugSteroidsDesc","items","Medical","New","Steroids make you stronger and increase melee damage by 50%. Side effects may include low strength and addiction for some users after discontinued use."
"drugVitamins","items","Medical","KgNone","Vitamins"
"drugVitaminsDesc","items","Medical","New","Vitamins give your body a variety of boosts at the cost of dehydrating you a bit."
"medicalAloeCream","items","Medical","KgNone","Aloe Cream"
"medicalAloeCreamDesc","items","Medical","KgNone","Aloe cream can be used to craft first aid bandages."
"medicalBandage","items","Medical","KgNone","Bandage"
"medicalBandageDesc","items","Medical","KgNone","A simple cloth wrap to dress wounds. Use it to stop bleeding damage and restore max health."
"medicalBloodBag","items","Medical","KgNone","Blood Bag"
"medicalBloodBagDesc","items","Medical","KgNone","Use blood bags to craft first aid kits."
"medicalBloodDrawKit","items","Medical","KgNone","Blood Draw Kit"
"medicalBloodDrawKitDesc","items","Medical","EnChanged","Use blood draw kits to make blood bags.\nThese are used to craft first aid kits.\nDrawing too much blood too fast is dangerous."
"medicalFirstAidBandage","items","Medical","KgNone","First Aid Bandage"
"medicalFirstAidBandageDesc","items","Medical","KgNone","Bandages coated in aloe help wounds heal wounds and restore max health."
"medicalFirstAidKit","items","Medical","KgNone","First Aid Kit"
"medicalFirstAidKitDesc","items","Medical","KgNone","First aid kits stop bleeding, heal large wounds and restore max health damage."
"medicalPlasterCast","items","Medical","New","Plaster Cast"
"medicalSnowberryExtract","items","Medical","New","Snowberry Extract"
"medicalSnowberryExtractDesc","items","Medical","New","Even it's side effects have side effects. May be useful in smaller doses."
"medicalSplint","items","Medical","KgNone","Splint"
"medicalSplintDesc","items","Medical","KgNone","Heals a broken arm or leg but does not protect against further injury."
"sunblocker","items","Medical","New","Sunblocker"
"sunblockerDesc","items","Medical","New","It rubs the lotion on it's skin. It does this whenerver it's told."
"meleeBoneShiv","items","Melee","KgNone","Bone Shiv"
"meleeBoneShivDesc","items","Melee","KgNone","This primitive makeshift weapon is also useful for gutting animals.\n\nCrude weapons can not be modded."
"meleeCandyCaneClub","items","Melee","New","Candy Cane Club"
"meleeCandyCaneShiv","items","Melee","New","Candy Cane Shiv"
"meleeCandyCaneShivDesc","items","Melee","New","Time to get into a festive and stabby mood!"
"meleeClubBarbed","items","Melee","KgNone","Barbed Club"
"meleeClubBarbedDesc","items","Melee","KgNone","A club with barbs. Added chance for bleeding."
"meleeClubIron","items","Melee","KgNone","Iron Reinforced Club"
"meleeClubIronDesc","items","Melee","KgNone","Like a wooden club but more durable and does more damage.\nRepair with (scrap) Iron."
"meleeClubSpiked","items","Melee","KgNone","Spiked Club"
"meleeClubSpikedDesc","items","Melee","KgNone","A badass club with sharp spikes. Added chance for bleeding."
"meleeClubWood","items","Melee","KgNone","Wooden Club"
"meleeClubWoodDesc","items","Melee","KgNone","A wooden club. Good for breaking knees and skulls.\nRepair with Wood."
"meleeToolHuntingKnife","items","Melee","KgNone","Hunting Knife"
"meleeToolHuntingKnifeDesc","items","Melee","KgNone","Great for slashing zombies and gutting animals for meat.\nRepair with Forged Iron."
"meleeToolMachete","items","Melee","KgNone","Machete"
"meleeToolMacheteDesc","items","Melee","KgNone","Great for chopping zombie limbs off and gutting animals for meat.\nRepair with Forged Steel."
"meleeToolSledgehammer","items","Melee","KgNone","Iron Sledgehammer"
"meleeToolSledgehammerDesc","items","Melee","EnChanged","The sledgehammer is one of the best weapons for cracking skulls.\nRepair with Forged Iron."
"modArmorAdvancedMuffledConnectors","items","Melee","New","Advanced Muffled Connectors"
"modArmorAdvancedMuffledConnectorsDesc","items","Melee","New","Greatly reduced noise from armor."
"modArmorAdvancedMuffledConnectorsSchematic","items","Melee","New","Advanced Muffled Connectors Schematic"
"modArmorBandolier","mod","mod","New","Bandolier"
"modArmorBandolierDesc","mod","mod","New","Reload 30% faster.\nInstall into any chest armor."
"modArmorBandolierSchematic","items","mod","New","Bandolier Schematic"
"modArmorCustomizedFittings","items","Melee","New","Customized Fittings"
"modArmorCustomizedFittingsDesc","items","Melee","New","Greatly decreases movement and stamina penalties from armor."
"modArmorCustomizedFittingsSchematic","items","Melee","New","Customized Fittings Schematic"
"modArmorHelmetLight","items","Melee","New","Helmet Light"
"modArmorHelmetLightDesc","items","Melee","New","Installs into any head armor. Press F to activate."
"modArmorHelmetLightSchematic","items","Melee","New","Helmet Light Schematic"
"modArmorImprovedFittings","items","Melee","New","Improved Fittings"
"modArmorImprovedFittingsDesc","items","Melee","New","Decreases movement and stamina penalties from armor."
"modArmorImprovedFittingsSchematic","items","Melee","New","Improved Fittings Schematic"
"modArmorMuffledConnectors","items","Melee","New","Muffled Connectors"
"modArmorMuffledConnectorsDesc","items","Melee","New","Reduces noise from armor."
"modArmorMuffledConnectorsSchematic","items","Melee","New","Muffled Connectors Schematic"
"modGunSoundSuppressorSilencerDesc","items","mod","New","A sound suppresser greatly reduces the firing sound but reduces maximum range and damage."
"modGunTriggerGroupAutomatic","items","mod","New","Trigger Group: Full Auto"
"modGunTriggerGroupAutomaticDesc","items","mod","New","Modified the trigger group to fire full auto only."
"modGunTriggerGroupBurst","items","mod","New","Trigger Group: Burst"
"modGunTriggerGroupBurstDesc","items","mod","New","Modified the trigger group to fire 3 round bursts."
"modGunTriggerGroupSemi","items","mod","New","Trigger Group: Semi"
"modGunTriggerGroupSemiDesc","items","mod","New","Modified the trigger group to fire semi-auto only."
"smallEngine","items","Part","EnChanged","Engine"
"smallEngineDesc","items","Part","EnChanged","A common part for a vehicles or generators."
"solarCell","items","Part","New","Solar Cell"
"solarCellDesc","items","Part","New","Place solar cells into a solar cell bank to generate power."
"q_basicSurvival","items","Quest Note","KgNone","Basic Survival Quest Note"
"q_basicSurvivalDesc","items","Quest Note","KgNone","A mysterious note from a stranger. I don't know how I got it."
"gunPistolAdmin","items","Tool","New","Dev: Instant Death Pistol"
"gunPistolAdminDesc","items","Tool","New","When you absolutely positively got to kill every zombie in the room."
"gunToolDiggerAdmin","items","Tool","New","Dev: Super Digger"
"gunToolDiggerAdminDesc","items","Tool","New","Diggy Diggy Hole."
"gunToolNailgun","items","Tool","KgNone","Nailgun"
"gunToolNailgunDesc","items","Tool","KgNone","The nail gun is the best tool for repairing and upgrading base walls and not a bad weapon to boot if you have nails.\nRepair with Repair Kits."
"meleeToolAuger","items","Tool","KgNone","Auger"
"meleeToolAugerDesc","items","Tool","KgNone","Rock out with your auger out and be the envy of every miner when they see you sporting this sexy gas-powered auger.\nRepair with Repair Kits."
"meleeToolChainsaw","items","Tool","KgNone","Chainsaw"
"meleeToolChainsawDesc","items","Tool","KgNone","Chop down the biggest trees or zombies faster than Paul Bunyan with this great chainsaw that uses gasoline for fuel.\nRepair with Repair Kits."
"meleeToolClawHammer","items","Tool","KgNone","Claw Hammer"
"meleeToolClawHammerDesc","items","Tool","KgNone","The claw hammer is great for repairing and upgrading base walls and not bad as a weapon.\nRepair with Forged Iron."
"meleeToolFireaxeIron","items","Tool","KgNone","Iron Fireaxe"
"meleeToolFireaxeIronDesc","items","Tool","KgNone","The fireaxe is good for harvesting wood.\nRepair with Forged Iron."
"meleeToolFireaxeSteel","items","Tool","KgNone","Steel Fireaxe"
"meleeToolFireaxeSteelDesc","items","Tool","KgNone","The steel fireaxe has a durable blade and is great for harvesting wood.\nRepair with Forged Steel."
"meleeToolHammerOfGodAdmin","items","Tool","New","Dev: Hammer Of God"
"meleeToolHammerOfGodAdminDesc","items","Tool","New","Ragnarök!"
"meleeToolHoeIron","items","Tool","KgNone","Iron Garden Hoe"
"meleeToolHoeIronDesc","items","Tool","KgNone","The iron gardening hoe is great tool for turning poor soil into fertile soil for planting crops.\nRepair with Forged Iron."
"meleeToolHoeSteel","items","Tool","KgNone","Steel Garden Hoe"
"meleeToolHoeSteelDesc","items","Tool","KgNone","The steel garden hoe is the best tool for turning poor soil into fertile soil for planting crops.\nRepair with Forged Steel."
"meleeToolPaintTool","items","Tool","New","Paint Brush"
"meleeToolPaintToolAdmin","items","Tool","New","Dev: Paint Brush"
"meleeToolPaintToolDesc","items","Tool","New","Use paint to paint building blocks and hold Reload action to choose paint options. You can also erase unwanted paint from blocks with the primary action."
"meleeToolPickaxeIron","items","Tool","KgNone","Iron Pickaxe"
"meleeToolPickaxeIronDesc","items","Tool","KgNone","The iron pickaxe is great for breaking stone and harvesting minerals.\nRepair with Forged Iron."
"meleeToolPickaxeSteel","items","Tool","KgNone","Steel Pickaxe"
"meleeToolPickaxeSteelDesc","items","Tool","KgNone","The steel pickaxe is best for breaking stone and harvesting minerals.\nRepair with Forged Steel."
"meleeToolShovelIron","items","Tool","KgNone","Iron Shovel"
"meleeToolShovelIronDesc","items","Tool","KgNone","The iron shovel is great for digging through earth, sand or snow.\nRepair with Forged Iron."
"meleeToolShovelSteel","items","Tool","KgNone","Steel Shovel"
"meleeToolShovelSteelDesc","items","Tool","KgNone","The steel shovel is very durable and the ideal tool for digging through earth, sand or snow.\nRepair with Forged Steel."
"meleeToolShovelStone","items","Tool","KgNone","Stone Shovel"
"meleeToolShovelStoneDesc","items","Tool","KgNone","The stone shovel is a primitive tool useful for digging dirt, sand or snow.\nRepair with Small Stones."
"meleeToolStoneAxe","items","Tool","KgNone","Stone Axe"
"meleeToolStoneAxeDesc","items","Tool","KgNone","A primitive tool useful for cutting wood, mining stone, repairing & upgrading walls, doors & windows. Not the best weapon.\nRepair with Small Stones."
"meleeToolStoneAxeTazas","items","Tool","KgNone","Taza's Stone Axe"
"meleeToolStoneAxeTazasDesc","items","Tool","KgNone","Taza's stone axe is a rare, powerful, ancient Indian artifact. The Apache believed those who wielded it were invincible in battle.\nRepair with Small Stones."
"meleeToolWireTool","items","Tool","New","Wire Tool"
"meleeToolWireToolDesc","items","Tool","New","Use the wire tool to wire electrical components. See Journal Tip for more info."
"meleeToolWrench","items","Tool","KgNone","Wrench"
"meleeToolWrenchAdmin","items","Tool","New","Dev: Super Wrench"
"meleeToolWrenchDesc","items","Tool","KgNone","Great for disassembling mechanical devices like cars, air conditioners and more. Can also be used to repair and upgrade walls.\nRepair with Forged Steel."
"qt_claude","items","Treasure Map","KgNone","Claude's Treasure Map"
"qt_desc","items","Treasure Map","KgNone","A ragged old treasure map I found with some scribbling on it."
"qt_jennifer","items","Treasure Map","KgNone","Jennifer's Treasure Map"
"qt_nickole","items","Treasure Map","KgNone","Nickole's Treasure Map"
"qt_raphael","items","Treasure Map","KgNone","Raphael's Treasure Map"
"qt_sarah","items","Treasure Map","KgNone","Sarah's Treasure Map"
"qt_stephan","items","Treasure Map","KgNone","Stephan's Treasure Map"
"qt_taylor","items","Treasure Map","KgNone","Taylor's Treasure Map"
"qc_blitzdefense","items","Zombie Challenge Note","New","Blitz Defense Challenge"
"qc_cableguysnevermadeit","items","Zombie Challenge Note","New","Cable Guys Never Made It Challenge"
"qc_copanattitude","items","Zombie Challenge Note","KgNone","Cop an Attitude Challenge"
"qc_dishonorabledischarge","items","Zombie Challenge Note","New","Dishonorable Discharge Challenge"
"qc_dogdaysareover","items","Zombie Challenge Note","KgNone","The Dog Days Are Over Challenge"
"qc_drunkanddisorderly","items","Zombie Challenge Note","KgNone","Drunk and Disorderly Challenge"
"qc_givemeaz","items","Zombie Challenge Note","New","Give me a Z Challenge"
"qc_imalumberjackandimokay","items","Zombie Challenge Note","KgNone","I'm a Lumberjack & I'm Okay Challenge"
"qc_itsbitsyspider","items","Zombie Challenge Note","KgNone","Itsy Bitsy Spider Challenge"
"qc_ladykiller","items","Zombie Challenge Note","KgNone","Lady Killer Challenge"
"qc_maneater","items","Zombie Challenge Note","KgNone","Man Eater Challenge"
"qc_nurseyoubacktohealth","items","Zombie Challenge Note","KgNone","Nurse You Back To Health Challenge"
"qc_silenceofthelambs","items","Zombie Challenge Note","KgNone","Silence of the Lambs"
"qc_starvingtourists","items","Zombie Challenge Note","New","Starving Tourists Challenge"
"qc_yournothingspecial","items","Zombie Challenge Note","KgNone","You're Nothing Special"
"qc_ZombieGroupDesc","items","Zombie Challenge Note","KgNone","A strange note I found while looting. It's from the Crazy Jake Clan."
"xuiMovePrefab","LevelTools2","XUI","New","Move whole Prefab"
"xuiMovePrefabDown","LevelTools2","XUI","New","Down"
"xuiMovePrefabUp","LevelTools2","XUI","New","Up"
"xuiColorProps","LightEditor","XUi","New","Color Properties"
"xuiColorPropsHexValue","LightEditor","XUi","New","Hex Value"
"xuiLightCopy","LightEditor","XUi","New","Copy"
"xuiLightOnOff","LightEditor","XUi","New","Light On/Off"
"xuiLightPaste","LightEditor","XUi","New","Paste"
"xuiLightPropAngle","LightEditor","XUi","New","Angle"
"xuiLightPropAngleTip","LightEditor","XUi","New","Angle in degrees of spot type light"
"xuiLightPropColorPreset","LightEditor","XUi","New","Preset"
"xuiLightPropColorPresetTip","LightEditor","XUi","New","Choose presets for a variety of sources"
"xuiLightPropDelay","LightEditor","XUi","New","Delay"
"xuiLightPropDelayTip","LightEditor","XUi","New","Time (in seconds) between flickering and sliding"
"xuiLightPropIntensity","LightEditor","XUi","New","Intensity"
"xuiLightPropIntensityTip","LightEditor","XUi","New","Intensity of light"
"xuiLightPropRange","LightEditor","XUi","New","Range"
"xuiLightPropRangeTip","LightEditor","XUi","New","Range of light (In Meters)"
"xuiLightPropRate","LightEditor","XUi","New","Rate"
"xuiLightPropRateTip","LightEditor","XUi","New","Frequency of state oscillation (in Hz)"
"xuiLightProps","LightEditor","XUi","New","Light Properties"
"xuiLightPropShadow","LightEditor","XUi","New","Shadows"
"xuiLightPropShadowTip","LightEditor","XUi","New","determines amount of shadow casting"
"xuiLightPropState","LightEditor","XUi","New","State"
"xuiLightPropStateTip","LightEditor","XUi","New","Determines dynamic functionality on lights"
"xuiLightPropType","LightEditor","XUi","New","Type"
"xuiLightPropTypeTip","LightEditor","XUi","New","Type of light"
"xuiLightRestoreDefaults","LightEditor","XUi","New","Restore Defaults"
"txGroupDecoration","painting","Group","New","Decorations"
"txGroupExcluded","painting","Group","New","Excluded"
"txGroupFaux","painting","Group","New","Faux"
"txGroupMasonry","painting","Group","New","Masonry"
"txGroupMetal","painting","Group","New","Metal"
"txGroupPainted","painting","Group","New","Painted"
"txGroupWallCovering","painting","Group","New","Wall Coverings"
"txGroupWood","painting","Group","New","Wood and Roofing"
"txName_Beercooler","painting","txGroupDecoration","New","Beer cooler"
"txName_Bookcase","painting","txGroupDecoration","New","Bookcase"
"txName_Bullseye","painting","txGroupDecoration","New","Practice Target"
"txName_Cabinet","painting","txGroupDecoration","New","Cabinet Red Drawers"
"txName_Cabinet_old_counter_sink","painting","txGroupDecoration","New","Cabinet old counter sink"
"txName_Cabinet_old_ft","painting","txGroupDecoration","New","Cabinet old drawers"
"txName_Cabinet_old_top_ft","painting","txGroupDecoration","New","Cabinet old doors"
"txName_Cabinet_old_top_side","painting","txGroupDecoration","New","Cabinet old side counter"
"txName_Cabinet_old_wood","painting","txGroupDecoration","New","Cabinet old side"
"txName_Cabinet_range","painting","txGroupDecoration","New","Cabinet Counter range"
"txName_Cabinet_side","painting","txGroupDecoration","New","Cabinet red side"
"txName_Cabinet_side2","painting","txGroupDecoration","New","Cabinet red side counter"
"txName_Cabinet_top","painting","txGroupDecoration","New","Cabinet red Doors"
"txName_Cardboard_sides","painting","txGroupDecoration","New","Cardboard box side"
"txName_Cardboard_top","painting","txGroupDecoration","New","Cardboard box top"
"txName_Chalkboard","painting","txGroupDecoration","New","Chalkboard"
"txName_ClosetDoorBottom","painting","txGroupDecoration","New","Closet Door Bottom"
"txName_ClosetDoorTop","painting","txGroupDecoration","New","Closet Door Top"
"txName_Cold_beer","painting","txGroupDecoration","New","Cold Beer sign"
"txName_Glass_industrial","painting","txGroupDecoration","New","Glass industrial 1"
"txName_Glass_industrial02","painting","txGroupDecoration","New","Glass industrial 2"
"txName_Glass_opaque","painting","txGroupDecoration","New","Glass opaque"
"txName_Granite_sink","painting","txGroupDecoration","New","Cabinet granite sink"
"txName_Gravestone1","painting","txGroupDecoration","New","Gravestone"
"txName_heat_vent_industrial","painting","txGroupDecoration","New","Heat Vent Industrial"
"txName_Medicine_cabinet","painting","txGroupDecoration","New","Medicine cabinet"
